pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1356907.4200000002,834813.0224438905,1356907.4200000002,742965.9509433962,1356907.4200000002,0.0,1.0,0.0,1.0,0.0
5,1,1,291494.1238235294,278271.0073427542,271381.48373333336,247655.31719077568,304255.6607495069,0.0,1.0,0.0,1.0,0.0
6,1,1,247655.31719077568,278271.0073427542,226151.23648148146,247655.31719077568,234881.9361043853,0.0,0.0,0.0,0.0,0.0
10,1,1,148593.1902641509,166962.60438902743,135690.74193333334,148593.1902641509,76706.92192938835,0.0,0.0,0.0,0.0,0.0
14,1,1,106137.99306892569,119259.00312993026,96921.95850340137,106137.99306892569,78702.86734693877,0.0,0.0,0.0,0.0,0.0
15,1,1,98418.6132335827,104351.62774703866,90460.49460740741,92870.74392688679,63048.16293622142,0.0,1.0,0.0,1.0,0.0
17,1,1,86906.23858512567,92757.00244758473,79818.08348327567,82551.77239692523,60830.04438315804,0.0,1.0,0.0,1.0,0.0
20,1,1,74296.59515094338,83481.30219451372,67845.37095,74296.59515094338,54795.5472875898,0.0,0.0,0.0,0.0,0.0
25,1,1,59204.79956756756,64216.38630494769,54276.29675733334,57151.22704030368,28016.854682445755,0.0,1.0,0.0,1.0,0.0
30,1,1,49531.06342976939,55654.20146855084,45230.247303703705,49531.06342976939,23041.03272737198,0.0,0.0,0.0,0.0,0.0
35,1,1,42336.40838422587,46378.50121994397,38768.783401360546,41275.88619263918,17988.544137917015,0.0,1.0,0.0,1.0,0.0
40,1,1,37148.29757547169,41740.65110037407,33922.685475,37148.29757547169,21618.996292463165,0.0,0.0,0.0,0.0,0.0
45,1,1,32948.78895206243,36296.21834826921,30153.49820246913,32302.867457288583,14489.657931737878,0.0,1.0,0.0,1.0,0.0
50,1,1,29718.638058867924,33392.5208798005,27138.148381333333,29718.638058867924,13868.91752001562,0.0,0.0,0.0,0.0,0.0
