instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,us-west-2d,1,50.0,1,1,1,1.0,0.0,0.0142,20353.6113,0.0142,1,1433352.9074
t3.medium,us-west-2d,5,50.0,5,1,1,5.0,0.0,0.071,101768.0564,0.0142,5,286670.5815
t3.medium,us-west-2d,6,50.0,6,1,1,6.0,0.0,0.0852,122121.6677,0.0142,6,238892.1512
t3.medium,us-west-2d,10,50.0,10,1,1,10.0,0.0,0.142,203536.1129,0.0142,10,143335.2907
t3.medium,us-west-2d,14,50.0,14,1,1,14.0,0.0,0.1988,284950.558,0.0142,14,102382.3505
t3.medium,us-west-2d,15,50.0,15,1,1,15.0,0.0,0.213,305304.1693,0.0142,15,95556.8605
t3.medium,us-west-2d,17,50.0,17,1,1,17.0,0.0,0.2414,346011.3919,0.0142,17,84314.8769
t3.medium,us-west-2d,20,50.0,20,1,1,20.0,0.0,0.284,407072.2257,0.0142,20,71667.6454
t3.medium,us-west-2d,25,50.0,25,1,1,25.0,0.0,0.355,508840.2821,0.0142,25,57334.1163
t3.medium,us-west-2d,30,50.0,30,1,1,30.0,0.0,0.426,610608.3386,0.0142,30,47778.4302
t3.medium,us-west-2d,35,50.0,35,1,1,35.0,0.0,0.497,712376.395,0.0142,35,40952.9402
t3.medium,us-west-2d,40,50.0,40,1,1,40.0,0.0,0.568,814144.4514,0.0142,40,35833.8227
t3.medium,us-west-2d,45,50.0,45,1,1,45.0,0.0,0.639,915912.5079,0.0142,45,31852.2868
t3.medium,us-west-2d,50,50.0,50,1,1,50.0,0.0,0.71,1017680.5643,0.0142,50,28667.0581
