pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1043774.9384615385,316109.55783758266,1043774.9384615385,579076.4029411764,1043774.9384615385,0.0,3.0,0.0,1.0,0.0
5,1,1,226532.57622857142,158054.77897780927,208754.98748717946,193025.4678104575,243500.58405682712,0.0,3.0,0.0,1.0,0.0
6,1,1,193025.4678104575,158054.77897780927,173962.4896011396,193025.4678104575,185244.2513261193,0.0,2.0,0.0,0.0,0.0
10,1,1,115815.28064705881,105369.85263875774,104377.49379487179,115815.28064705881,117664.08848207476,0.0,2.0,0.0,0.0,0.0
14,1,1,82725.20048019208,79027.38947415014,74555.35269492412,82725.20048019208,85547.84762936036,0.0,2.0,0.0,0.0,0.0
15,1,1,76632.74544983818,79027.38947415014,69584.99585185187,72384.55041360293,78984.95647721454,0.0,1.0,0.0,1.0,0.0
17,1,1,67676.5562909898,63221.91157695939,61398.52575636589,64341.82260348584,40409.60876000367,0.0,3.0,0.0,1.0,0.0
20,1,1,57907.64033823529,63221.91157695939,52188.74688461538,57907.64033823529,21411.384125155113,0.0,0.0,0.0,0.0,0.0
25,1,1,46117.422821052634,45158.50827214739,41750.997505641026,44544.33872258962,27593.0394583157,0.0,3.0,0.0,1.0,0.0
30,1,1,38605.093555555555,39513.69473707507,34792.497925925934,38605.093555555555,11806.031985414618,0.0,2.0,0.0,0.0,0.0
35,1,1,32983.4277872086,35123.284210004786,29822.141077969653,32170.911297204064,17513.697921414892,0.0,1.0,0.0,1.0,0.0
40,1,1,28953.820169117644,31610.955790840417,26094.37344230769,28953.820169117644,11529.453442734268,0.0,0.0,0.0,0.0,0.0
45,1,1,25672.150870792615,26342.46315805005,23194.998617283953,25177.234929945513,11141.905462545612,0.0,3.0,0.0,1.0,0.0
50,1,1,23163.056134117647,24316.119839247698,20875.498754871795,23163.056134117647,8675.336277439024,0.0,2.0,0.0,0.0,0.0
