pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,493792.31031941023,0.0,493792.31031941023,0.0,493792.31031941023,0.0,493792.31031941023,0.0
10,1,4,309208.6139720559,0.0,309208.6139720559,0.0,309208.6139720559,0.0,309208.6139720559,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,101763.01444902162,0.0,101763.01444902162,0.0,101763.01444902162,0.0,101763.01444902162,0.0
50,1,4,62952.31408959071,0.0,62952.31408959071,0.0,62952.31408959071,0.0,62952.31408959071,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0
100,1,2,50881.50722451081,0.0,50881.50722451081,0.0,50881.50722451081,0.0,50881.50722451081,0.0
100,1,4,36736.10641785584,0.0,36736.10641785584,0.0,36736.10641785584,0.0,36736.10641785584,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,10997.337096233374,1.0,10997.337096233374,1.0,10997.337096233374,1.0,10997.337096233374,1.0
287,1,6,12872.896579430671,1.0,12872.896579430671,1.0,12872.896579430671,1.0,12872.896579430671,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,9105.642419743921,0.0,9105.642419743921,0.0,9105.642419743921,0.0,9105.642419743921,0.0
400,2,2,6297.1632,0.0,6297.1632,0.0,6297.1632,0.0,6297.1632,0.0
439,1,9,7241.004325929752,9.0,7241.004325929752,9.0,7241.004325929752,9.0,7241.004325929752,9.0
1000,1,2,4963.085750315258,0.0,4963.085750315258,0.0,4963.085750315258,0.0,4963.085750315258,0.0
1000,1,4,3791.9895985591074,0.0,3791.9895985591074,0.0,3791.9895985591074,0.0,3791.9895985591074,0.0
1000,2,2,2376.2663338000293,0.0,2376.2663338000293,0.0,2376.2663338000293,0.0,2376.2663338000293,0.0
