ExpID,Cluster,Region,Scenario,Strategy,Parallelism,CPU,Mem,InstanceType,Zone,Lifecycle,Count,Timestamp,InstanceID,BaseScenario,AZ_ID,AZ,SpotPrice,OndemandPrice,T3,vCPU,Memory,CoreMark,InstanceFamily
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p10-c1-m2-skp-171154316208,kubepacs,10,1,2,t2.small,us-east-1c,spot,2,2026-02-22 02:12:19+09:00,sim-c46865f6-t2.small,t127226309850816-p10-c1-m2,use1-az4,use1-az4,0.0061,0.023,50,1.0,2.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p10-c1-m4-skp-172420852575,kubepacs,10,1,4,m8g.medium,us-east-1f,spot,10,2026-02-22 02:24:45+09:00,sim-e1290a25-m8g.medium,t127226309850816-p10-c1-m4,use1-az5,use1-az5,0.0094,0.04488,50,1.0,4.0,30974.4592,m8g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p10-c2-m2-skp-171822657249,kubepacs,10,2,2,c6g.large,us-east-1f,spot,2,2026-02-22 02:18:47+09:00,sim-e2895fd8-c6g.large,t127226309850816-p10-c2-m2,use1-az5,use1-az5,0.0194,0.068,50,2.0,4.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p10-c2-m2-skp-171822657249,kubepacs,10,2,2,c6gd.2xlarge,us-east-1c,spot,2,2026-02-22 02:18:47+09:00,sim-e2895fd8-c6gd.2xlarge,t127226309850816-p10-c2-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p100-c1-m2-skp-175241202440,kubepacs,100,1,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 02:53:08+09:00,sim-741766ef-c6g.16xlarge,t127226309850816-p100-c1-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p100-c1-m2-skp-175241202440,kubepacs,100,1,2,c6gd.2xlarge,us-east-1c,spot,4,2026-02-22 02:53:08+09:00,sim-741766ef-c6gd.2xlarge,t127226309850816-p100-c1-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p100-c1-m2-skp-175241202440,kubepacs,100,1,2,t2.small,us-east-1c,spot,4,2026-02-22 02:53:08+09:00,sim-741766ef-t2.small,t127226309850816-p100-c1-m2,use1-az4,use1-az4,0.0061,0.023,50,1.0,2.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p400-c1-m2-skp-182508599288,kubepacs,400,1,2,m8i.metal-96xl,us-east-1d,spot,1,2026-02-22 03:26:12+09:00,sim-7966e293-m8i.metal-96xl,t127226309850816-p400-c1-m2,use1-az6,use1-az6,2.8955,20.32128,1,384.0,1536.0,33588.800818181815,m8i
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p400-c1-m2-skp-182508599288,kubepacs,400,1,2,t2.small,us-east-1c,spot,16,2026-02-22 03:26:12+09:00,sim-7966e293-t2.small,t127226309850816-p400-c1-m2,use1-az4,use1-az4,0.0061,0.023,50,1.0,2.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p400-c1-m4-skp-185425903754,kubepacs,400,1,4,m8g.medium,us-east-1f,spot,16,2026-02-22 03:56:24+09:00,sim-d2b41d93-m8g.medium,t127226309850816-p400-c1-m4,use1-az5,use1-az5,0.0094,0.04488,50,1.0,4.0,30974.4592,m8g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p400-c1-m4-skp-185425903754,kubepacs,400,1,4,m8i.metal-96xl,us-east-1d,spot,1,2026-02-22 03:56:24+09:00,sim-d2b41d93-m8i.metal-96xl,t127226309850816-p400-c1-m4,use1-az6,use1-az6,2.8955,20.32128,1,384.0,1536.0,33588.800818181815,m8i
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p400-c2-m2-skp-184052708402,kubepacs,400,2,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 03:42:05+09:00,sim-88c1a6b3-c6g.16xlarge,t127226309850816-p400-c2-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p400-c2-m2-skp-184052708402,kubepacs,400,2,2,c6gd.2xlarge,us-east-1c,spot,44,2026-02-22 03:42:05+09:00,sim-88c1a6b3-c6gd.2xlarge,t127226309850816-p400-c2-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p400-c2-m2-skp-184052708402,kubepacs,400,2,2,m8i.metal-96xl,us-east-1d,spot,1,2026-02-22 03:42:05+09:00,sim-88c1a6b3-m8i.metal-96xl,t127226309850816-p400-c2-m2,use1-az6,use1-az6,2.8955,20.32128,1,384.0,1536.0,33588.800818181815,m8i
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p50-c1-m2-skp-173010736102,kubepacs,50,1,2,c6gd.2xlarge,us-east-1c,spot,6,2026-02-22 02:30:36+09:00,sim-24c63932-c6gd.2xlarge,t127226309850816-p50-c1-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p50-c1-m2-skp-173010736102,kubepacs,50,1,2,t2.small,us-east-1c,spot,2,2026-02-22 02:30:36+09:00,sim-24c63932-t2.small,t127226309850816-p50-c1-m2,use1-az4,use1-az4,0.0061,0.023,50,1.0,2.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p50-c1-m4-skp-174423097573,kubepacs,50,1,4,m7g.metal,us-east-1f,spot,1,2026-02-22 02:44:51+09:00,sim-97f2d8c8-m7g.metal,t127226309850816-p50-c1-m4,use1-az5,use1-az5,0.4357,2.6112,1,64.0,256.0,25617.757562500003,m7g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p50-c2-m2-skp-173643870473,kubepacs,50,2,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 02:37:08+09:00,sim-77b50a99-c6g.16xlarge,t127226309850816-p50-c2-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p50-c2-m2-skp-173643870473,kubepacs,50,2,2,c6g.large,us-east-1f,spot,2,2026-02-22 02:37:08+09:00,sim-77b50a99-c6g.large,t127226309850816-p50-c2-m2,use1-az5,use1-az5,0.0194,0.068,50,2.0,4.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p50-c2-m2-skp-173643870473,kubepacs,50,2,2,c6gd.2xlarge,us-east-1c,spot,4,2026-02-22 02:37:08+09:00,sim-77b50a99-c6gd.2xlarge,t127226309850816-p50-c2-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p900-c1-m2-skp-190802921886,kubepacs,900,1,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 04:09:19+09:00,sim-46ad5e2e-c6g.16xlarge,t127226309850816-p900-c1-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p900-c1-m2-skp-190802921886,kubepacs,900,1,2,m7g.metal,us-east-1f,spot,1,2026-02-22 04:09:19+09:00,sim-46ad5e2e-m7g.metal,t127226309850816-p900-c1-m2,use1-az5,use1-az5,0.4357,2.6112,1,64.0,256.0,25617.757562500003,m7g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p900-c1-m2-skp-190802921886,kubepacs,900,1,2,m8g.metal-48xl,us-east-1f,spot,2,2026-02-22 04:09:19+09:00,sim-46ad5e2e-m8g.metal-48xl,t127226309850816-p900-c1-m2,use1-az5,use1-az5,1.5411,8.61696,10,192.0,768.0,30974.4592,m8g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p900-c1-m2-skp-190802921886,kubepacs,900,1,2,m8i.metal-96xl,us-east-1d,spot,1,2026-02-22 04:09:19+09:00,sim-46ad5e2e-m8i.metal-96xl,t127226309850816-p900-c1-m2,use1-az6,use1-az6,2.8955,20.32128,1,384.0,1536.0,33588.800818181815,m8i
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p900-c1-m2-skp-190802921886,kubepacs,900,1,2,t2.small,us-east-1c,spot,4,2026-02-22 04:09:19+09:00,sim-46ad5e2e-t2.small,t127226309850816-p900-c1-m2,use1-az4,use1-az4,0.0061,0.023,50,1.0,2.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p900-c2-m2-skp-193926581218,kubepacs,900,2,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 04:39:57+09:00,sim-2e08b85f-c6g.16xlarge,t127226309850816-p900-c2-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p900-c2-m2-skp-193926581218,kubepacs,900,2,2,c6gd.2xlarge,us-east-1c,spot,1,2026-02-22 04:39:57+09:00,sim-2e08b85f-c6gd.2xlarge,t127226309850816-p900-c2-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p900-c2-m2-skp-193926581218,kubepacs,900,2,2,m8g.metal-48xl,us-east-1f,spot,7,2026-02-22 04:39:57+09:00,sim-2e08b85f-m8g.metal-48xl,t127226309850816-p900-c2-m2,use1-az5,use1-az5,1.5411,8.61696,10,192.0,768.0,30974.4592,m8g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p900-c2-m2-skp-193926581218,kubepacs,900,2,2,m8i.metal-96xl,us-east-1d,spot,1,2026-02-22 04:39:57+09:00,sim-2e08b85f-m8i.metal-96xl,t127226309850816-p900-c2-m2,use1-az6,use1-az6,2.8955,20.32128,1,384.0,1536.0,33588.800818181815,m8i
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p100-c1-m2-skp-015223627961,kubepacs,100,1,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 10:52:48+09:00,sim-48faf555-c6g.16xlarge,t136682204636864-p100-c1-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p100-c1-m2-skp-015223627961,kubepacs,100,1,2,c6gd.2xlarge,us-east-1c,spot,4,2026-02-22 10:52:48+09:00,sim-48faf555-c6gd.2xlarge,t136682204636864-p100-c1-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p100-c1-m2-skp-015223627961,kubepacs,100,1,2,t2.small,us-east-1c,spot,4,2026-02-22 10:52:48+09:00,sim-48faf555-t2.small,t136682204636864-p100-c1-m2,use1-az4,use1-az4,0.0061,0.023,50,1.0,2.0,21772.195142857145,t2
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p100-c2-m2-skp-020009878708,kubepacs,100,2,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 11:00:36+09:00,sim-e299af29-c6g.16xlarge,t136682204636864-p100-c2-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p100-c2-m2-skp-020009878708,kubepacs,100,2,2,c6gd.2xlarge,us-east-1c,spot,17,2026-02-22 11:00:36+09:00,sim-e299af29-c6gd.2xlarge,t136682204636864-p100-c2-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p115-c4-m2-skp-043944619677,kubepacs,115,4,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 13:40:19+09:00,sim-d9cff9e4-c6g.16xlarge,t136682204636864-p115-c4-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p115-c4-m2-skp-043944619677,kubepacs,115,4,2,c6gd.2xlarge,us-east-1c,spot,2,2026-02-22 13:40:19+09:00,sim-d9cff9e4-c6gd.2xlarge,t136682204636864-p115-c4-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p115-c4-m2-skp-043944619677,kubepacs,115,4,2,m8i.metal-96xl,us-east-1d,spot,1,2026-02-22 13:40:19+09:00,sim-d9cff9e4-m8i.metal-96xl,t136682204636864-p115-c4-m2,use1-az6,use1-az6,2.8955,20.32128,1,384.0,1536.0,33588.800818181815,m8i
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 13:54:52+09:00,sim-4411a652-c6g.16xlarge,t136682204636864-p900-c1-m1,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t2.micro,us-east-1a,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t2.micro,t136682204636864-p900-c1-m1,use1-az1,use1-az1,0.0036,0.0116,50,1.0,1.0,21772.195142857145,t2
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t2.micro,us-east-1b,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t2.micro,t136682204636864-p900-c1-m1,use1-az2,use1-az2,0.0032,0.0116,50,1.0,1.0,21772.195142857145,t2
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t2.micro,us-east-1e,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t2.micro,t136682204636864-p900-c1-m1,use1-az3,use1-az3,0.0034,0.0116,50,1.0,1.0,21772.195142857145,t2
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t2.micro,us-east-1c,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t2.micro,t136682204636864-p900-c1-m1,use1-az4,use1-az4,0.0034,0.0116,50,1.0,1.0,21772.195142857145,t2
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t2.micro,us-east-1f,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t2.micro,t136682204636864-p900-c1-m1,use1-az5,use1-az5,0.0041,0.0116,50,1.0,1.0,21772.195142857145,t2
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t2.micro,us-east-1d,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t2.micro,t136682204636864-p900-c1-m1,use1-az6,use1-az6,0.0036,0.0116,50,1.0,1.0,21772.195142857145,t2
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t3.micro,us-east-1a,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t3.micro,t136682204636864-p900-c1-m1,use1-az1,use1-az1,0.0049,0.0104,50,1.0,1.0,20353.611285714283,t3
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t3.micro,us-east-1b,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t3.micro,t136682204636864-p900-c1-m1,use1-az2,use1-az2,0.0046,0.0104,50,1.0,1.0,20353.611285714283,t3
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t3.micro,us-east-1c,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t3.micro,t136682204636864-p900-c1-m1,use1-az4,use1-az4,0.0045,0.0104,50,1.0,1.0,20353.611285714283,t3
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t3.micro,us-east-1f,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t3.micro,t136682204636864-p900-c1-m1,use1-az5,use1-az5,0.0042,0.0104,50,1.0,1.0,20353.611285714283,t3
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t3.micro,us-east-1d,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t3.micro,t136682204636864-p900-c1-m1,use1-az6,use1-az6,0.0045,0.0104,50,1.0,1.0,20353.611285714283,t3
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t3a.micro,us-east-1b,spot,31,2026-02-22 13:54:52+09:00,sim-4411a652-t3a.micro,t136682204636864-p900-c1-m1,use1-az2,use1-az2,0.0049,0.0094,50,1.0,1.0,16907.20657142857,t3a
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t3a.micro,us-east-1f,spot,15,2026-02-22 13:54:52+09:00,sim-4411a652-t3a.micro,t136682204636864-p900-c1-m1,use1-az5,use1-az5,0.0049,0.0094,15,1.0,1.0,16907.20657142857,t3a
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t4g.micro,us-east-1a,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t4g.micro,t136682204636864-p900-c1-m1,use1-az1,use1-az1,0.0032,0.0084,50,1.0,1.0,19688.597714285715,t4g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t4g.micro,us-east-1b,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t4g.micro,t136682204636864-p900-c1-m1,use1-az2,use1-az2,0.0037,0.0084,50,1.0,1.0,19688.597714285715,t4g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t4g.micro,us-east-1c,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t4g.micro,t136682204636864-p900-c1-m1,use1-az4,use1-az4,0.0024,0.0084,50,1.0,1.0,19688.597714285715,t4g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t4g.micro,us-east-1f,spot,40,2026-02-22 13:54:52+09:00,sim-4411a652-t4g.micro,t136682204636864-p900-c1-m1,use1-az5,use1-az5,0.0042,0.0084,40,1.0,1.0,19688.597714285715,t4g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m1-skp-045248251177,kubepacs,900,1,1,t4g.micro,us-east-1d,spot,50,2026-02-22 13:54:52+09:00,sim-4411a652-t4g.micro,t136682204636864-p900-c1-m1,use1-az6,use1-az6,0.0025,0.0084,50,1.0,1.0,19688.597714285715,t4g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m2-skp-031602985605,kubepacs,900,1,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 12:16:47+09:00,sim-897ebb08-c6g.16xlarge,t136682204636864-p900-c1-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m2-skp-031602985605,kubepacs,900,1,2,m7g.metal,us-east-1f,spot,1,2026-02-22 12:16:47+09:00,sim-897ebb08-m7g.metal,t136682204636864-p900-c1-m2,use1-az5,use1-az5,0.4357,2.6112,1,64.0,256.0,25617.757562500003,m7g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m2-skp-031602985605,kubepacs,900,1,2,m8g.metal-48xl,us-east-1f,spot,2,2026-02-22 12:16:47+09:00,sim-897ebb08-m8g.metal-48xl,t136682204636864-p900-c1-m2,use1-az5,use1-az5,1.5411,8.61696,10,192.0,768.0,30974.4592,m8g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682204636864-p900-c1-m2-skp-031602985605,kubepacs,900,1,2,m8i.metal-96xl,us-east-1d,spot,1,2026-02-22 12:16:47+09:00,sim-897ebb08-m8i.metal-96xl,t136682204636864-p900-c1-m2,use1-az6,use1-az6,2.8955,20.32128,1,384.0,1536.0,33588.800818181815,m8i
