ExpID,Cluster,Region,Scenario,Strategy,Parallelism,CPU,Mem,InstanceType,Zone,Lifecycle,Count,Timestamp,InstanceID,BaseScenario,AZ_ID,AZ,SpotPrice,OndemandPrice,T3,vCPU,Memory,CoreMark,InstanceFamily
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,i3.8xlarge,us-east-1e,spot,7,2026-02-22 13:12:22+09:00,i-051c26ffff05d3fad,t136682229806784-p439-c1-m9,use1-az3,use1-az3,0.8036,2.496,50,32.0,244.0,21922.264461538463,i3
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,i4g.large,us-east-1d,spot,1,2026-02-22 13:12:31+09:00,i-0ab313b122b8a2afa,t136682229806784-p439-c1-m9,use1-az6,use1-az6,0.0344,0.15444,50,2.0,16.0,19991.788666666664,i4g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,i7i.8xlarge,us-east-1f,spot,2,2026-02-22 13:13:09+09:00,i-0c7ff9a3d16638d7e,t136682229806784-p439-c1-m9,use1-az5,use1-az5,0.7833,3.0202,1,32.0,256.0,32278.54144444444,i7i
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,i8ge.6xlarge,us-east-1d,spot,1,2026-02-22 13:13:18+09:00,i-0e23b1ac7f87523f0,t136682229806784-p439-c1-m9,use1-az6,use1-az6,0.8177,2.8476,1,24.0,192.0,30676.679888888888,i8ge
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,r8g.4xlarge,us-east-1d,spot,1,2026-02-22 13:11:36+09:00,i-076c495a962defe2d,t136682229806784-p439-c1-m9,use1-az6,use1-az6,0.3073,0.94256,50,16.0,128.0,31015.6788,r8g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,r8gb.8xlarge,us-east-1c,spot,1,2026-02-22 13:13:09+09:00,i-06f45c33598bd8f5b,t136682229806784-p439-c1-m9,use1-az4,use1-az4,1.2608,2.91488,1,32.0,256.0,31015.6788,r8gb
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,r8gd.8xlarge,us-east-1c,spot,1,2026-02-22 13:13:09+09:00,i-0443ae0011a048f82,t136682229806784-p439-c1-m9,use1-az4,use1-az4,1.0159,2.35136,40,32.0,256.0,31015.6788,r8gd
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,r8gd.8xlarge,us-east-1d,spot,1,2026-02-22 13:13:09+09:00,i-06c534e910a5ff63b,t136682229806784-p439-c1-m9,use1-az6,use1-az6,0.803,2.35136,50,32.0,256.0,31015.6788,r8gd
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,x2gd.2xlarge,us-east-1d,spot,1,2026-02-22 13:11:55+09:00,i-053560fd825d30e77,t136682229806784-p439-c1-m9,use1-az6,use1-az6,0.2339,0.668,50,8.0,128.0,19791.499625,x2gd
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,z1d.3xlarge,us-east-1f,spot,2,2026-02-22 13:12:15+09:00,i-062c19d008231a98f,t136682229806784-p439-c1-m9,use1-az5,use1-az5,0.3043,1.116,20,12.0,96.0,28527.071166666665,z1d
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p439-c1-m9-sbl-041105362718,baseline,439,1,9,z1d.metal,us-east-1a,spot,1,2026-02-22 13:11:45+09:00,i-02b84efebf496e199,t136682229806784-p439-c1-m9,use1-az1,use1-az1,1.3718,4.464,0,48.0,384.0,32589.213,z1d
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p50-c1-m2-sbl-013059880699,baseline,50,1,2,c6g.16xlarge,us-east-1f,spot,1,2026-02-22 10:31:24+09:00,i-0dc976538ff5e1020,t136682229806784-p50-c1-m2,use1-az5,use1-az5,0.6931,2.176,15,64.0,128.0,19678.635,c6g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p50-c1-m4-sbl-014507480150,baseline,50,1,4,m7g.16xlarge,us-east-1d,spot,1,2026-02-22 10:45:28+09:00,i-0551821fb0a2a06d3,t136682229806784-p50-c1-m4,use1-az6,use1-az6,0.8519,2.6112,50,64.0,256.0,25617.757562500003,m7g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p50-c2-m2-sbl-013821856524,baseline,50,2,2,c8g.48xlarge,us-east-1f,spot,1,2026-02-22 10:38:52+09:00,i-0ec68727e74ee16ce,t136682229806784-p50-c2-m2,use1-az5,use1-az5,1.6674,7.65696,15,192.0,384.0,30784.94855,c8g
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p75-c3-m5-sbl-033339475198,baseline,75,3,5,c5.24xlarge,us-east-1f,spot,2,2026-02-22 12:33:56+09:00,i-0a71c9d96b91bb873,t136682229806784-p75-c3-m5,use1-az5,use1-az5,1.6923,4.08,20,96.0,192.0,24562.482727272727,c5
ab1a0d98-9c0f-4133-afa4-e38f27a8edd2,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t136682229806784-p75-c3-m5-sbl-033339475198,baseline,75,3,5,m4.10xlarge,us-east-1d,spot,1,2026-02-22 12:34:51+09:00,i-02d22a56e03d8db0e,t136682229806784-p75-c3-m5,use1-az6,use1-az6,0.7047,2.0,50,40.0,160.0,21344.230666666663,m4
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p100-c1-m4-skp-181123632440,kubepacs,100,1,4,m7g.metal,us-east-1f,spot,1,2026-02-22 03:11:57+09:00,sim-a0ad3011-m7g.metal,t127226284680896-p100-c1-m4,use1-az5,use1-az5,0.4357,2.6112,1,64.0,256.0,25617.757562500003,m7g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p100-c1-m4-skp-181123632440,kubepacs,100,1,4,m8g.medium,us-east-1f,spot,4,2026-02-22 03:11:57+09:00,sim-a0ad3011-m8g.medium,t127226284680896-p100-c1-m4,use1-az5,use1-az5,0.0094,0.04488,50,1.0,4.0,30974.4592,m8g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p100-c1-m4-skp-181123632440,kubepacs,100,1,4,r6g.8xlarge,us-east-1f,spot,1,2026-02-22 03:11:57+09:00,sim-a0ad3011-r6g.8xlarge,t127226284680896-p100-c1-m4,use1-az5,use1-az5,0.2308,1.6128,5,32.0,256.0,19626.018125,r6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p100-c2-m2-skp-180112225927,kubepacs,100,2,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 03:01:43+09:00,sim-0e6d0dab-c6g.16xlarge,t127226284680896-p100-c2-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p100-c2-m2-skp-180112225927,kubepacs,100,2,2,c6gd.2xlarge,us-east-1c,spot,17,2026-02-22 03:01:43+09:00,sim-0e6d0dab-c6gd.2xlarge,t127226284680896-p100-c2-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p115-c4-m2-skp-204119565453,kubepacs,115,4,2,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 05:41:42+09:00,sim-0ad78202-c6g.16xlarge,t127226284680896-p115-c4-m2,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p115-c4-m2-skp-204119565453,kubepacs,115,4,2,c6gd.2xlarge,us-east-1c,spot,2,2026-02-22 05:41:42+09:00,sim-0ad78202-c6gd.2xlarge,t127226284680896-p115-c4-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p115-c4-m2-skp-204119565453,kubepacs,115,4,2,m8i.metal-96xl,us-east-1d,spot,1,2026-02-22 05:41:42+09:00,sim-0ad78202-m8i.metal-96xl,t127226284680896-p115-c4-m2,use1-az6,use1-az6,2.8955,20.32128,1,384.0,1536.0,33588.800818181815,m8i
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p17-c7-m7-skp-192043481232,kubepacs,17,7,7,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 04:21:08+09:00,sim-71dddc85-c6g.16xlarge,t127226284680896-p17-c7-m7,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p17-c7-m7-skp-192043481232,kubepacs,17,7,7,m7g.metal,us-east-1f,spot,1,2026-02-22 04:21:08+09:00,sim-71dddc85-m7g.metal,t127226284680896-p17-c7-m7,use1-az5,use1-az5,0.4357,2.6112,1,64.0,256.0,25617.757562500003,m7g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p287-c1-m6-skp-195712214215,kubepacs,287,1,6,r6g.8xlarge,us-east-1f,spot,1,2026-02-22 04:57:43+09:00,sim-ff02dac2-r6g.8xlarge,t127226284680896-p287-c1-m6,use1-az5,use1-az5,0.2308,1.6128,5,32.0,256.0,19626.018125,r6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p287-c1-m6-skp-195712214215,kubepacs,287,1,6,r7g.16xlarge,us-east-1f,spot,4,2026-02-22 04:57:43+09:00,sim-ff02dac2-r7g.16xlarge,t127226284680896-p287-c1-m6,use1-az5,use1-az5,0.4759,3.4272,15,64.0,512.0,25518.276,r7g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p439-c1-m9-skp-200848573302,kubepacs,439,1,9,r7g.16xlarge,us-east-1f,spot,8,2026-02-22 05:10:32+09:00,sim-396c7095-r7g.16xlarge,t127226284680896-p439-c1-m9,use1-az5,use1-az5,0.4759,3.4272,15,64.0,512.0,25518.276,r7g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p75-c3-m5-skp-192747955534,kubepacs,75,3,5,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 04:28:13+09:00,sim-2ff3d961-c6g.16xlarge,t127226284680896-p75-c3-m5,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p75-c3-m5-skp-192747955534,kubepacs,75,3,5,c6gd.2xlarge,us-east-1c,spot,2,2026-02-22 04:28:13+09:00,sim-2ff3d961-c6gd.2xlarge,t127226284680896-p75-c3-m5,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p75-c3-m5-skp-192747955534,kubepacs,75,3,5,c7gd.16xlarge,us-east-1c,spot,1,2026-02-22 04:28:13+09:00,sim-2ff3d961-c7gd.16xlarge,t127226284680896-p75-c3-m5,use1-az4,use1-az4,0.4492,2.903,10,64.0,128.0,25356.8559375,c7gd
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p75-c3-m5-skp-192747955534,kubepacs,75,3,5,inf1.6xlarge,us-east-1f,spot,1,2026-02-22 04:28:13+09:00,sim-2ff3d961-inf1.6xlarge,t127226284680896-p75-c3-m5,use1-az5,use1-az5,0.1793,1.18,30,24.0,48.0,25425.91475,inf1
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p75-c3-m5-skp-192747955534,kubepacs,75,3,5,m7g.metal,us-east-1f,spot,1,2026-02-22 04:28:13+09:00,sim-2ff3d961-m7g.metal,t127226284680896-p75-c3-m5,use1-az5,use1-az5,0.4357,2.6112,1,64.0,256.0,25617.757562500003,m7g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,c6g.16xlarge,us-east-1a,spot,1,2026-02-22 05:54:29+09:00,sim-15c163f6-c6g.16xlarge,t127226284680896-p900-c1-m1,use1-az1,use1-az1,0.3395,2.176,1,64.0,128.0,19678.635,c6g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t2.micro,us-east-1a,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t2.micro,t127226284680896-p900-c1-m1,use1-az1,use1-az1,0.0036,0.0116,50,1.0,1.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t2.micro,us-east-1b,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t2.micro,t127226284680896-p900-c1-m1,use1-az2,use1-az2,0.0032,0.0116,50,1.0,1.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t2.micro,us-east-1e,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t2.micro,t127226284680896-p900-c1-m1,use1-az3,use1-az3,0.0034,0.0116,50,1.0,1.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t2.micro,us-east-1c,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t2.micro,t127226284680896-p900-c1-m1,use1-az4,use1-az4,0.0034,0.0116,50,1.0,1.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t2.micro,us-east-1f,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t2.micro,t127226284680896-p900-c1-m1,use1-az5,use1-az5,0.0041,0.0116,50,1.0,1.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t2.micro,us-east-1d,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t2.micro,t127226284680896-p900-c1-m1,use1-az6,use1-az6,0.0036,0.0116,50,1.0,1.0,21772.195142857145,t2
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t3.micro,us-east-1a,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t3.micro,t127226284680896-p900-c1-m1,use1-az1,use1-az1,0.0049,0.0104,50,1.0,1.0,20353.611285714283,t3
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t3.micro,us-east-1b,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t3.micro,t127226284680896-p900-c1-m1,use1-az2,use1-az2,0.0046,0.0104,50,1.0,1.0,20353.611285714283,t3
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t3.micro,us-east-1c,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t3.micro,t127226284680896-p900-c1-m1,use1-az4,use1-az4,0.0045,0.0104,50,1.0,1.0,20353.611285714283,t3
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t3.micro,us-east-1f,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t3.micro,t127226284680896-p900-c1-m1,use1-az5,use1-az5,0.0042,0.0104,50,1.0,1.0,20353.611285714283,t3
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t3.micro,us-east-1d,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t3.micro,t127226284680896-p900-c1-m1,use1-az6,use1-az6,0.0045,0.0104,50,1.0,1.0,20353.611285714283,t3
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t3a.micro,us-east-1b,spot,31,2026-02-22 05:54:29+09:00,sim-15c163f6-t3a.micro,t127226284680896-p900-c1-m1,use1-az2,use1-az2,0.0049,0.0094,50,1.0,1.0,16907.20657142857,t3a
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t3a.micro,us-east-1f,spot,15,2026-02-22 05:54:29+09:00,sim-15c163f6-t3a.micro,t127226284680896-p900-c1-m1,use1-az5,use1-az5,0.0049,0.0094,15,1.0,1.0,16907.20657142857,t3a
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t4g.micro,us-east-1a,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t4g.micro,t127226284680896-p900-c1-m1,use1-az1,use1-az1,0.0032,0.0084,50,1.0,1.0,19688.597714285715,t4g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t4g.micro,us-east-1b,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t4g.micro,t127226284680896-p900-c1-m1,use1-az2,use1-az2,0.0037,0.0084,50,1.0,1.0,19688.597714285715,t4g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t4g.micro,us-east-1c,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t4g.micro,t127226284680896-p900-c1-m1,use1-az4,use1-az4,0.0024,0.0084,50,1.0,1.0,19688.597714285715,t4g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t4g.micro,us-east-1f,spot,40,2026-02-22 05:54:29+09:00,sim-15c163f6-t4g.micro,t127226284680896-p900-c1-m1,use1-az5,use1-az5,0.0042,0.0084,40,1.0,1.0,19688.597714285715,t4g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m1-skp-205348934035,kubepacs,900,1,1,t4g.micro,us-east-1d,spot,50,2026-02-22 05:54:29+09:00,sim-15c163f6-t4g.micro,t127226284680896-p900-c1-m1,use1-az6,use1-az6,0.0025,0.0084,50,1.0,1.0,19688.597714285715,t4g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m4-skp-202253689770,kubepacs,900,1,4,m7g.metal,us-east-1f,spot,1,2026-02-22 05:24:46+09:00,sim-4cf6aac3-m7g.metal,t127226284680896-p900-c1-m4,use1-az5,use1-az5,0.4357,2.6112,1,64.0,256.0,25617.757562500003,m7g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m4-skp-202253689770,kubepacs,900,1,4,m8g.medium,us-east-1f,spot,4,2026-02-22 05:24:46+09:00,sim-4cf6aac3-m8g.medium,t127226284680896-p900-c1-m4,use1-az5,use1-az5,0.0094,0.04488,50,1.0,4.0,30974.4592,m8g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m4-skp-202253689770,kubepacs,900,1,4,m8g.metal-48xl,us-east-1f,spot,2,2026-02-22 05:24:46+09:00,sim-4cf6aac3-m8g.metal-48xl,t127226284680896-p900-c1-m4,use1-az5,use1-az5,1.5411,8.61696,10,192.0,768.0,30974.4592,m8g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m4-skp-202253689770,kubepacs,900,1,4,m8i.metal-96xl,us-east-1d,spot,1,2026-02-22 05:24:46+09:00,sim-4cf6aac3-m8i.metal-96xl,t127226284680896-p900-c1-m4,use1-az6,use1-az6,2.8955,20.32128,1,384.0,1536.0,33588.800818181815,m8i
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226284680896-p900-c1-m4-skp-202253689770,kubepacs,900,1,4,r7g.16xlarge,us-east-1f,spot,1,2026-02-22 05:24:46+09:00,sim-4cf6aac3-r7g.16xlarge,t127226284680896-p900-c1-m4,use1-az5,use1-az5,0.4759,3.4272,15,64.0,512.0,25518.276,r7g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p10-c1-m1-skp-170603833259,kubepacs,10,1,1,t4g.micro,us-east-1c,spot,10,2026-02-22 02:06:29+09:00,sim-cf5c3a5f-t4g.micro,t127226309850816-p10-c1-m1,use1-az4,use1-az4,0.0024,0.0084,50,1.0,1.0,19688.597714285715,t4g
3cdd1eb4-9e9b-4b2c-8e4c-184b8f9eb75e,arn:aws:eks:us-east-1:786382940258:cluster/kubepacs-e1-k8s-cluster,us-east-1,t127226309850816-p10-c1-m2-skp-171154316208,kubepacs,10,1,2,c6gd.2xlarge,us-east-1c,spot,1,2026-02-22 02:12:19+09:00,sim-c46865f6-c6gd.2xlarge,t127226309850816-p10-c1-m2,use1-az4,use1-az4,0.0458,0.3072,50,8.0,16.0,19678.635,c6gd
