pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,978539.0048076924,327553.8373287671,978539.0048076924,580784.592920354,978539.0048076924,0.0,3.0,0.0,1.0,0.0
5,1,1,250825.39837398374,163776.91872553818,195707.80076923076,193594.86447066537,243885.56521739127,0.0,3.0,0.0,1.0,0.0
6,1,1,218226.87212081702,163776.91872553818,163089.8340010684,193594.86447066537,123490.7397338839,0.0,2.0,0.0,0.0,0.0
10,1,1,130970.27456964005,109184.6124701022,97853.9004326923,116156.91864306784,35062.496224899594,0.0,2.0,0.0,0.0,0.0
14,1,1,93560.65449572787,81888.45934748043,69895.64315149136,82969.22762025165,62391.85406892089,0.0,2.0,0.0,0.0,0.0
15,1,1,86109.81542525091,81888.45934748043,65235.93361111112,72598.0741611357,62267.86482553042,0.0,1.0,0.0,1.0,0.0
17,1,1,76126.85483075913,65510.76747553815,57561.117896593016,64531.62149022179,36362.69376223465,0.0,3.0,0.0,1.0,0.0
20,1,1,65510.76747553815,65510.76747553815,48926.950204326924,58078.45933628318,38655.89166666667,0.0,0.0,0.0,0.0,0.0
25,1,1,51973.354170347004,46793.40534266544,39141.560161538466,44675.7379518598,14858.5720867292,0.0,3.0,0.0,1.0,0.0
30,1,1,43668.147904165584,40944.229673740214,32617.96680555556,38718.972887577846,21880.20846649484,0.0,2.0,0.0,0.0,0.0
35,1,1,37208.944164311404,36394.87082034742,27958.257260596547,32265.810740558652,13301.365777945859,0.0,1.0,0.0,1.0,0.0
40,1,1,32755.383740215264,32755.383740215264,24463.475102163462,29039.22966814159,11914.473292076796,0.0,0.0,0.0,0.0,0.0
45,1,1,28982.003052886947,27296.15311582681,21745.3112037037,25251.504059532374,10154.11339026424,0.0,3.0,0.0,1.0,0.0
50,1,1,26202.255934564808,25196.449031079563,19570.78008269231,23231.383733333332,7827.4491448328845,0.0,2.0,0.0,0.0,0.0
