pods,cpu,mem,actual_pods,excess_pods,Total Assigned Instances,Total Assignable Pods,Total CPU,Total Memory,cost,performance,nodepool_config
10,1,2,64.0,54.0,1,64.0,64.0,256.0,0.4128,3063246.1504,"[{'instance_type': 'm8a.16xlarge', 'availability_zone': 'use1-az2', 'num_instances': 1, 'T3': 1.0}]"
10,1,4,10.0,0.0,5,10.0,10.0,40.0,0.0645,478632.211,"[{'instance_type': 'm8a.large', 'availability_zone': 'use1-az2', 'num_instances': 5, 'T3': 25.0}]"
10,2,2,10.0,0.0,5,10.0,20.0,80.0,0.129,478632.211,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az4', 'num_instances': 5, 'T3': 15.0}]"
17,7,7,36.0,19.0,2,36.0,256.0,1024.0,1.6515,1723075.9596,"[{'instance_type': 'm8a.16xlarge', 'availability_zone': 'use1-az2', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'm8a.metal-48xl', 'availability_zone': 'use1-az6', 'num_instances': 1, 'T3': 1.0}]"
50,1,2,64.0,14.0,1,64.0,64.0,256.0,0.4128,3063246.1504,"[{'instance_type': 'm8a.16xlarge', 'availability_zone': 'use1-az2', 'num_instances': 1, 'T3': 1.0}]"
50,1,4,50.0,0.0,25,50.0,50.0,200.0,0.3225,2393161.055,"[{'instance_type': 'm8a.large', 'availability_zone': 'use1-az2', 'num_instances': 25, 'T3': 25.0}]"
50,2,2,62.0,12.0,16,62.0,124.0,496.0,0.7998,2967519.7082,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az4', 'num_instances': 15, 'T3': 15.0}, {'instance_type': 'm8a.16xlarge', 'availability_zone': 'use1-az2', 'num_instances': 1, 'T3': 1.0}]"
75,3,5,96.0,21.0,2,96.0,288.0,1152.0,1.8632,4594869.2256,"[{'instance_type': 'm8a.metal-48xl', 'availability_zone': 'use1-az6', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'm8a.metal-24xl', 'availability_zone': 'use1-az6', 'num_instances': 1, 'T3': 1.0}]"
100,1,2,100.0,0.0,19,100.0,100.0,400.0,0.645,4786322.11,"[{'instance_type': 'm8a.16xlarge', 'availability_zone': 'use1-az2', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'm8a.large', 'availability_zone': 'use1-az2', 'num_instances': 18, 'T3': 25.0}]"
100,1,4,114.0,14.0,26,114.0,114.0,456.0,0.7353,5456407.2054,"[{'instance_type': 'm8a.large', 'availability_zone': 'use1-az2', 'num_instances': 25, 'T3': 25.0}, {'instance_type': 'm8a.16xlarge', 'availability_zone': 'use1-az2', 'num_instances': 1, 'T3': 1.0}]"
