pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,669415.6797202798,0.0,669415.6797202798,0.0,669415.6797202798,0.0,669415.6797202798,0.0
10,1,4,669415.6797202798,0.0,669415.6797202798,0.0,669415.6797202798,0.0,669415.6797202798,0.0
10,2,2,334707.8398601399,0.0,334707.8398601399,0.0,334707.8398601399,0.0,334707.8398601399,0.0
17,7,7,51822.45679948029,1.0,51822.45679948029,1.0,51822.45679948029,1.0,51822.45679948029,1.0
50,1,2,134296.35549943885,0.0,134296.35549943885,0.0,134296.35549943885,0.0,134296.35549943885,0.0
50,1,4,134296.35549943885,0.0,134296.35549943885,0.0,134296.35549943885,0.0,134296.35549943885,0.0
50,2,2,66726.92192945769,0.0,66726.92192945769,0.0,66726.92192945769,0.0,66726.92192945769,0.0
75,3,5,29138.69542189212,0.0,29138.69542189212,0.0,29138.69542189212,0.0,29138.69542189212,0.0
100,1,2,66820.07692307692,0.0,66820.07692307692,0.0,66820.07692307692,0.0,66820.07692307692,0.0
100,1,4,66820.07692307692,0.0,66820.07692307692,0.0,66820.07692307692,0.0,66820.07692307692,0.0
100,2,2,33337.89865570802,0.0,33337.89865570802,0.0,33337.89865570802,0.0,33337.89865570802,0.0
115,4,2,14288.808281338628,0.0,14288.808281338628,0.0,14288.808281338628,0.0,14288.808281338628,0.0
287,1,6,15125.050118502133,0.0,15125.050118502133,0.0,15125.050118502133,0.0,15125.050118502133,0.0
400,1,2,16607.064675063324,0.0,16607.064675063324,0.0,16607.064675063324,0.0,16607.064675063324,0.0
400,1,4,16607.064675063324,0.0,16607.064675063324,0.0,16607.064675063324,0.0,16607.064675063324,0.0
400,2,2,8171.410711237068,0.0,8171.410711237068,0.0,8171.410711237068,0.0,8171.410711237068,0.0
439,1,9,7831.252833377518,0.0,7831.252833377518,0.0,7831.252833377518,0.0,7831.252833377518,0.0
1000,1,2,6523.274378858709,0.0,6523.274378858709,0.0,6523.274378858709,0.0,6523.274378858709,0.0
1000,1,4,6523.274378858709,0.0,6523.274378858709,0.0,6523.274378858709,0.0,6523.274378858709,0.0
1000,2,2,3109.3589985894573,0.0,3109.3589985894573,0.0,3109.3589985894573,0.0,3109.3589985894573,0.0
