instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c7a.medium,us-east-1f,10,50.0,10,1,2,10.0,0.0,0.097,334760.0218,0.0097,10,345113.4246
t2.medium,us-east-1c,10,50.0,10,1,4,10.0,0.0,0.117,217721.9514,0.0117,10,186087.138
c5a.large,us-east-1f,10,50.0,10,2,2,10.0,0.0,0.251,234096.225,0.0251,10,93265.4283
c6g.2xlarge,us-east-1f,17,50.0,17,7,7,17.0,0.0,1.2155,334536.795,0.0715,17,16189.745
c7a.medium,us-east-1f,50,50.0,50,1,2,50.0,0.0,0.485,1673800.1091,0.0097,50,69022.6849
t2.medium,us-east-1c,50,50.0,50,1,4,50.0,0.0,0.585,1088609.7571,0.0117,50,37217.4276
c5a.large,us-east-1f,50,50.0,50,2,2,50.0,0.0,1.255,1170481.125,0.0251,50,18653.0857
c6g.xlarge,us-east-1d,75,50.0,75,3,5,75.0,0.0,3.7425,1475897.625,0.0499,75,5258.1523
c7a.medium,us-east-1f,100,50.0,100,1,2,100.0,0.0,0.97,3347600.2182,0.0097,100,34511.3425
t2.medium,us-east-1c,100,50.0,100,1,4,100.0,0.0,1.17,2177219.5143,0.0117,100,18608.7138
c5a.large,us-east-1f,100,50.0,100,2,2,100.0,0.0,2.51,2340962.25,0.0251,100,9326.5428
c6g.xlarge,us-east-1d,115,50.0,115,4,2,115.0,0.0,5.7385,2263043.025,0.0499,115,3429.2298
r7g.medium,us-east-1c,287,50.0,287,1,6,287.0,0.0,3.8745,7323745.212,0.0135,287,6586.2114
c7a.medium,us-east-1f,400,50.0,400,1,2,400.0,0.0,3.88,13390400.8727,0.0097,400,8627.8356
t2.medium,us-east-1c,400,50.0,400,1,4,400.0,0.0,4.68,8708878.0571,0.0117,400,4652.1784
c5a.large,us-east-1f,400,50.0,400,2,2,400.0,0.0,10.04,9363849.0,0.0251,400,2331.6357
x2gd.medium,us-east-1f,439,50.0,439,1,9,439.0,0.0,7.9898,8688468.3354,0.0182,439,2477.0958
c7a.medium,us-east-1f,1000,50.0,1000,1,2,1000.0,0.0,9.7,33476002.1818,0.0097,1000,3451.1342
t2.medium,us-east-1c,1000,50.0,1000,1,4,1000.0,0.0,11.7,21772195.1429,0.0117,1000,1860.8714
c5a.large,us-east-1f,1000,50.0,1000,2,2,1000.0,0.0,25.1,23409622.5,0.0251,1000,932.6543
