pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,751384.9466248038,0.0,751384.9466248038,0.0,751384.9466248038,0.0,751384.9466248038,0.0
10,1,4,751384.9466248038,0.0,751384.9466248038,0.0,751384.9466248038,0.0,751384.9466248038,0.0
10,2,2,374809.8754894283,0.0,374809.8754894283,0.0,374809.8754894283,0.0,374809.8754894283,0.0
17,7,7,56994.331158983885,0.0,56994.331158983885,0.0,56994.331158983885,0.0,56994.331158983885,0.0
50,1,2,149759.7656445557,0.0,149759.7656445557,0.0,149759.7656445557,0.0,149759.7656445557,0.0
50,1,4,149759.7656445557,0.0,149759.7656445557,0.0,149759.7656445557,0.0,149759.7656445557,0.0
50,2,2,73658.38888888889,0.0,73658.38888888889,0.0,73658.38888888889,0.0,73658.38888888889,0.0
75,3,5,32789.765773789135,0.0,32789.765773789135,0.0,32789.765773789135,0.0,32789.765773789135,0.0
100,1,2,74391.08035436743,0.0,74391.08035436743,0.0,74391.08035436743,0.0,74391.08035436743,0.0
100,1,4,74391.08035436743,0.0,74391.08035436743,0.0,74391.08035436743,0.0,74391.08035436743,0.0
100,2,2,37510.361363636366,0.0,37510.361363636366,0.0,37510.361363636366,0.0,37510.361363636366,0.0
115,4,2,15728.86794336622,0.0,15728.86794336622,0.0,15728.86794336622,0.0,15728.86794336622,0.0
287,1,6,16860.591613899793,1.0,16860.591613899793,1.0,16860.591613899793,1.0,16860.591613899793,1.0
400,1,2,18612.234056618447,0.0,18612.234056618447,0.0,18612.234056618447,0.0,18612.234056618447,0.0
400,1,4,18612.234056618447,0.0,18612.234056618447,0.0,18612.234056618447,0.0,18612.234056618447,0.0
400,2,2,8245.749242104126,1.0,8245.749242104126,1.0,8245.749242104126,1.0,8245.749242104126,1.0
439,1,9,9048.056680702055,0.0,9048.056680702055,0.0,9048.056680702055,0.0,9048.056680702055,0.0
1000,1,2,6652.526778786466,0.0,6652.526778786466,0.0,6652.526778786466,0.0,6652.526778786466,0.0
1000,1,4,5861.772606354217,0.0,5861.772606354217,0.0,5861.772606354217,0.0,5861.772606354217,0.0
1000,2,2,2824.27340559958,1.0,2824.27340559958,1.0,2824.27340559958,1.0,2824.27340559958,1.0
