pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,243069.10753086416,243069.10753086416,219921.16303030303,219921.16303030303,0.0,0.0,0.0,0.0
10,1,4,132761.95354012138,8233.240487347704,107450.52239130434,35029.93643692417,0.0,182.0,0.0,22.0
10,2,2,85020.1792516057,9623.9053863949,58567.366071428565,20582.193285221212,0.0,86.0,0.0,22.0
17,7,7,13923.195725946987,9623.905386973818,11360.08957273156,10291.096642610606,1.0,10.0,0.0,1.0
50,1,2,48613.821516049386,48613.821516049386,43984.23261010101,43984.23261010101,0.0,0.0,0.0,0.0
50,1,4,26794.49879422972,8233.240487347704,21490.104482608695,17514.968218462083,0.0,142.0,0.0,14.0
50,2,2,18144.714919364476,9623.9053863949,11713.473214285714,10291.096642610606,0.0,46.0,0.0,14.0
75,3,5,7919.6345143099215,4780.531730333213,3414.6625432354635,5145.548321305303,0.0,53.0,0.0,9.0
100,1,2,24010.48501707317,24010.48501707317,21992.116306060605,21992.116306060605,0.0,0.0,0.0,0.0
100,1,4,13397.24939711486,8233.240487347704,10745.052241847827,8757.484109231042,0.0,92.0,0.0,28.0
100,2,2,9179.25132758776,4780.531730333214,5856.736607142857,5145.548321305303,0.0,92.0,0.0,28.0
115,4,2,3956.1713094245206,3180.0353687524757,2226.9538325318076,2572.7741606526515,0.0,29.0,0.0,13.0
287,1,6,4256.6301641213595,3836.611519716437,2973.18862673642,3196.2116678066577,0.0,33.0,0.0,1.0
400,1,2,5168.9475674250125,4109.842649491959,5498.0290764520205,5498.0290764520205,0.0,92.0,0.0,0.0
400,1,4,3356.964657161125,2744.4134957825677,2686.2630604619567,2694.610495148013,0.0,176.0,0.0,16.0
400,2,2,2281.0803330712492,1904.6673208297884,1464.1841517857142,1583.2456373247087,0.0,80.0,0.0,16.0
439,1,9,2399.0893743585652,2281.8149884408253,1110.4222328543908,1743.3881824496086,0.0,24.0,0.0,23.0
1000,1,2,1905.4360861413766,1779.0231728223325,2199.21163059596,2199.21163059596,0.0,68.0,0.0,0.0
1000,1,4,1578.1683302460426,1372.2067478912838,1074.5052241847827,1094.6855136538802,0.0,152.0,0.0,24.0
1000,2,2,909.4931427648308,903.2447467755092,585.6736607142857,643.1935401631629,0.0,8.0,0.0,24.0
