pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,531046.9337078652,0.0,515246.28670756647,0.0,515246.28670756647,0.0,531046.9337078652,0.0
10,1,4,531046.9337078652,0.0,531046.9337078652,0.0,531046.9337078652,0.0,531046.9337078652,0.0
10,2,2,267325.6623303167,0.0,260284.53946280992,0.0,267325.6623303167,0.0,267325.6623303167,0.0
17,7,7,42752.11975032227,0.0,42752.11975032227,0.0,42752.11975032227,0.0,42752.11975032227,0.0
50,1,2,102677.94804347827,0.0,102677.94804347827,0.0,102677.94804347827,0.0,102677.94804347827,0.0
50,1,4,106737.07565492322,0.0,106737.07565492322,0.0,106737.07565492322,0.0,106737.07565492322,0.0
50,2,2,54557.51714186771,0.0,51466.11363051015,0.0,54557.51714186771,0.0,54557.51714186771,0.0
75,3,5,22551.70582390869,1.0,21773.712108339314,1.0,22551.70582390869,1.0,22551.70582390869,1.0
100,1,2,54557.51714186771,0.0,51466.11363051015,0.0,54557.51714186771,0.0,54557.51714186771,0.0
100,1,4,54557.51714186771,0.0,54557.51714186771,0.0,54557.51714186771,0.0,54557.51714186771,0.0
100,2,2,26906.90962992387,0.0,25639.915309446253,0.0,26906.90962992387,0.0,26906.90962992387,0.0
115,4,2,11540.50704582966,0.0,11135.118841389905,0.0,11540.50704582966,0.0,11540.50704582966,0.0
287,1,6,18508.449678884714,1.0,18508.449678884714,1.0,18508.449678884714,1.0,18508.449678884714,1.0
400,1,2,13297.386931584915,0.0,12819.957654723126,0.0,13240.01799736611,0.0,13297.386931584915,0.0
400,1,4,13297.09011366194,0.0,13297.09011366194,0.0,13297.09011366194,0.0,13297.09011366194,0.0
400,2,2,6578.955350618969,0.0,6555.805625224064,1.0,6578.955350618969,0.0,6578.955350618969,0.0
439,1,9,10490.80553582527,2.0,10490.80553582527,2.0,10490.80553582527,2.0,10490.80553582527,2.0
1000,1,2,5239.593402700073,0.0,5132.940442237395,0.0,5239.593402700073,0.0,5239.593402700073,0.0
1000,1,4,5151.468396786817,0.0,5097.238263945703,0.0,5151.468396786817,0.0,5151.468396786817,0.0
1000,2,2,2559.543443395365,0.0,2559.5416227748515,0.0,2559.5416227748515,0.0,2559.543443395365,0.0
