instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,ap-northeast-1a,1,45.0,1,1,1,2.0,1.0,0.0355,39377.1954,0.0177,1,554608.3863
t4g.large,ap-northeast-1a,3,45.0,5,1,1,6.0,1.0,0.1065,118131.5863,0.0177,3,184869.4621
t4g.large,ap-northeast-1a,3,45.0,6,1,1,6.0,0.0,0.1065,118131.5863,0.0177,3,184869.4621
t4g.large,ap-northeast-1a,5,45.0,10,1,1,10.0,0.0,0.1775,196885.9771,0.0177,5,110921.6773
t4g.large,ap-northeast-1a,7,45.0,14,1,1,14.0,0.0,0.2485,275640.368,0.0177,7,79229.7695
t4g.large,ap-northeast-1a,8,45.0,15,1,1,16.0,1.0,0.284,315017.5634,0.0177,8,69326.0483
t4g.large,ap-northeast-1a,9,45.0,17,1,1,18.0,1.0,0.3195,354394.7589,0.0177,9,61623.154
t4g.large,ap-northeast-1a,10,45.0,20,1,1,20.0,0.0,0.355,393771.9543,0.0177,10,55460.8386
t4g.large,ap-northeast-1a,13,45.0,25,1,1,26.0,1.0,0.4615,511903.5406,0.0177,13,42662.1836
t4g.large,ap-northeast-1a,15,45.0,30,1,1,30.0,0.0,0.5325,590657.9314,0.0177,15,36973.8924
t4g.large,ap-northeast-1a,18,45.0,35,1,1,36.0,1.0,0.639,708789.5177,0.0177,18,30811.577
t4g.large,ap-northeast-1a,20,45.0,40,1,1,40.0,0.0,0.71,787543.9086,0.0177,20,27730.4193
t4g.large,ap-northeast-1a,23,45.0,45,1,1,46.0,1.0,0.8165,905675.4949,0.0177,23,24113.4081
t4g.large,ap-northeast-1a,25,45.0,50,1,1,50.0,0.0,0.8875,984429.8857,0.0177,25,22184.3355
