pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,462459.5975982533,27337.91472469728,135714.72413793104,27337.91472469728,0.0,182.0,0.0,182.0
10,1,4,425829.3692170818,27337.91472469728,134495.8919727891,27337.91472469728,2.0,182.0,0.0,182.0
10,2,2,254998.51411827386,27337.91472469728,62670.81210191083,27337.91472469728,0.0,86.0,0.0,86.0
17,7,7,39866.0845410628,27337.914724697283,37741.06694527677,27337.914724697283,0.0,10.0,0.0,10.0
50,1,2,99984.68400256574,27337.91472469728,27142.94482758621,27337.91472469728,0.0,142.0,0.0,142.0
50,1,4,97979.98178096213,27337.91472469728,26899.1784,27337.91472469728,2.0,142.0,0.0,142.0
50,2,2,51010.57348396036,27337.91472469728,12534.162420382165,27337.91472469728,0.0,46.0,0.0,46.0
75,3,5,22847.496825624134,13628.867877786954,16882.97040564374,13668.957362348641,0.0,53.0,0.0,53.0
100,1,2,51010.57348396036,27337.91472469728,13571.472413793104,27337.91472469728,0.0,92.0,0.0,92.0
100,1,4,51010.57348396036,27337.91472469728,13449.589200680273,27337.91472469728,0.0,92.0,0.0,92.0
100,2,2,26220.675523173006,13628.867877786954,6267.081210191082,13668.95736234864,0.0,92.0,0.0,92.0
115,4,2,11315.449797867563,10667.087385781146,11010.632873245917,9112.63824156576,0.0,7.0,0.0,29.0
287,1,6,12011.487439890676,10847.43475206237,4203.686771215789,9112.63824156576,0.0,33.0,0.0,97.0
400,1,2,13070.954475940795,10667.087385781146,3392.868103448276,9112.63824156576,0.0,88.0,0.0,176.0
400,1,4,13070.954475940795,10667.087385781146,3362.3973001700683,9112.63824156576,0.0,88.0,0.0,176.0
400,2,2,6385.50897860078,6321.414377410323,1566.7703025477706,5467.582944939456,0.0,4.0,0.0,80.0
439,1,9,5071.330906971816,4427.434286718591,2884.3343517614585,4556.31912078288,0.0,63.0,0.0,71.0
1000,1,2,5065.105517693871,4283.752291196793,1357.1472413793103,4556.31912078288,0.0,176.0,0.0,152.0
1000,1,4,5065.105517693871,4283.752291196793,1344.9589200680273,4556.31912078288,0.0,176.0,0.0,152.0
1000,2,2,2264.174787704705,2264.174787704705,626.7081210191083,2485.26497497248,0.0,0.0,0.0,56.0
