pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,322763.89688524586,18604.99926144756,251279.15172839505,251279.15172839505,0.0,182.0,0.0,0.0
10,1,4,150294.63900763358,18604.99926144756,140219.12141843972,140219.12141843972,0.0,182.0,0.0,0.0
10,2,2,161473.6976190476,18604.99926144756,111621.03161764705,135556.79678555703,0.0,86.0,0.0,2.0
17,7,7,23921.787670324953,18604.999261447563,23921.787670324953,23921.787670324953,0.0,10.0,0.0,0.0
50,1,2,64552.77939016393,18604.99926144756,50255.830335802464,50255.830335802464,0.0,142.0,0.0,0.0
50,1,4,30058.927807633587,18604.99926144756,28043.824289361703,28043.824289361703,0.0,142.0,0.0,0.0
50,2,2,32485.05842559461,18604.99926144756,22324.20632352941,31282.337719743926,0.0,46.0,0.0,2.0
75,3,5,14953.019259619121,9257.517968124675,4854.2503888024885,11010.353558655223,0.0,53.0,0.0,9.0
100,1,2,29168.29290962963,18604.99926144756,25127.915167901232,25127.915167901232,0.0,92.0,0.0,0.0
100,1,4,21662.957875053733,18604.99926144756,14021.912145390072,14021.912145390072,0.0,92.0,0.0,0.0
100,2,2,17582.356816494375,9257.517968124675,11162.103161764706,16266.815614266843,0.0,92.0,0.0,0.0
115,4,2,7275.689921392391,7563.103410725702,3165.8154709581445,7011.558454425363,0.0,1.0,0.0,1.0
287,1,6,7796.042143565234,6565.299249291148,4513.393586727746,4190.537154117744,0.0,49.0,0.0,33.0
400,1,2,8868.841842062871,8861.274634933623,6281.978791898148,6281.978791898148,0.0,0.0,0.0,0.0
400,1,4,7570.898623853211,5032.618457300276,3505.478036347518,3505.478036347518,0.0,176.0,0.0,0.0
400,2,2,4215.449178460539,3055.4023792665853,2790.5257904411765,4066.703903566711,0.0,140.0,0.0,0.0
439,1,9,4004.5793808206186,3047.342216304207,1533.4402263227303,2619.08572132359,0.0,136.0,0.0,9.0
1000,1,2,3309.1344272906513,2918.526009109358,2512.7915167530864,2512.7915167530864,0.0,130.0,0.0,0.0
1000,1,4,2701.802991910283,2268.4851131796468,1402.1912145390072,1402.1912145390072,0.0,168.0,0.0,0.0
1000,2,2,1583.889698769523,1561.0293750104377,1116.2103161764705,1626.6815614266843,0.0,14.0,0.0,0.0
