pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,964626.1279620853,724588.7922077923,964626.1279620853,609554.108359133,964626.1279620853,0.0,1.0,0.0,1.0,0.0
5,1,1,271819.5947136564,241529.5972823473,192925.22540284361,203184.70295837632,137380.9844217152,0.0,1.0,0.0,1.0,0.0
6,1,1,241529.5972823473,241529.5972823473,160771.021195366,203184.70295837632,228661.2170992714,0.0,0.0,0.0,0.0,0.0
10,1,1,144917.75835497834,144917.75835497834,96462.61274881517,121910.82173374612,90779.11901540773,0.0,0.0,0.0,0.0,0.0
14,1,1,103512.68453485289,103512.68453485289,68901.86623464552,87079.15840020218,78349.66078210426,0.0,0.0,0.0,0.0,0.0
15,1,1,94633.31239477504,90573.5989752435,64308.408488678244,76194.26359326624,33829.55173883561,0.0,1.0,0.0,1.0,0.0
17,1,1,83706.41626642979,80509.86576078243,56742.713376736254,67728.23431945877,29189.412453400804,0.0,1.0,0.0,1.0,0.0
20,1,1,72458.87917748917,72458.87917748917,48231.30636255925,60955.41088235294,25907.682936507936,0.0,0.0,0.0,0.0,0.0
25,1,1,57256.484003475234,55737.59936858013,38585.04508815166,46888.777602725924,31172.43931792829,0.0,1.0,0.0,1.0,0.0
30,1,1,48305.91945646946,48305.91945646946,32154.204244339122,40636.940584795324,15878.096718086294,0.0,0.0,0.0,0.0,0.0
35,1,1,40941.34412934005,40110.23505937641,27560.74649385821,33864.117154951644,17224.181804253934,0.0,1.0,0.0,1.0,0.0
40,1,1,36034.447989773944,36034.447989773944,24115.653181279624,30477.70544117647,13751.715329290297,0.0,0.0,0.0,0.0,0.0
45,1,1,31770.601719057497,31268.449638154958,21436.13616289275,26502.352557837385,9781.680936743864,0.0,1.0,0.0,1.0,0.0
50,1,1,28734.765821459227,28734.765821459227,19292.522545971562,24382.164351702784,9433.204370409632,0.0,0.0,0.0,0.0,0.0
