pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,488986.5457420925,0.0,488986.5457420925,0.0,488986.5457420925,0.0,488986.5457420925,0.0
10,1,4,300802.94291262137,0.0,300802.94291262137,0.0,300802.94291262137,0.0,300802.94291262137,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,37705.75780800919,0.0,37705.75780800919,0.0,37705.75780800919,0.0,37705.75780800919,0.0
50,1,2,101553.84072970194,0.0,101553.84072970194,0.0,101553.84072970194,0.0,101553.84072970194,0.0
50,1,4,62013.0255936508,0.0,62013.0255936508,0.0,62013.0255936508,0.0,62013.0255936508,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,18029.70498626122,0.0,18029.70498626122,0.0,18029.70498626122,0.0,18029.70498626122,0.0
100,1,2,50776.92036485097,0.0,50776.92036485097,0.0,50776.92036485097,0.0,50776.92036485097,0.0
100,1,4,38410.96853196273,0.0,38410.96853196273,0.0,38410.96853196273,0.0,38410.96853196273,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,10938.652028904948,1.0,10938.652028904948,1.0,10938.652028904948,1.0,10938.652028904948,1.0
287,1,6,12654.760910161638,1.0,12561.455533154121,1.0,12654.760910161638,1.0,12654.760910161638,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,9486.963291730344,16.0,9486.963291730344,16.0,9486.963291730344,16.0,9486.963291730344,16.0
400,2,2,6178.535321821036,0.0,6178.535321821036,0.0,6178.535321821036,0.0,6178.535321821036,0.0
439,1,9,7129.282859347399,13.0,7065.818737399192,9.0,7129.282859347399,13.0,7129.282859347399,13.0
1000,1,2,4861.923409512044,0.0,4861.923409512044,0.0,4861.923409512044,0.0,4861.923409512044,0.0
1000,1,4,3762.3577519589303,0.0,3762.3577519589303,0.0,3762.3577519589303,0.0,3762.3577519589303,0.0
1000,2,2,2252.51736574869,0.0,2252.51736574869,0.0,2252.51736574869,0.0,2252.51736574869,0.0
