pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1413445.2291666667,1036241.9842105262,1413445.2291666667,1036241.9842105262,1413445.2291666667,0.0,1.0,0.0,1.0,0.0
5,1,1,378274.8171755725,345413.99502923974,282689.04555555555,345413.99502923974,212164.31494532202,0.0,1.0,0.0,1.0,0.0
6,1,1,345413.99502923974,345413.99502923974,235574.2046682099,345413.99502923974,204934.2037037037,0.0,0.0,0.0,0.0,0.0
10,1,1,207248.39694736843,207248.39694736843,141344.52284722222,207248.39694736843,120924.75201685732,0.0,0.0,0.0,0.0,0.0
14,1,1,148034.5692803437,148034.5692803437,100960.37344104309,148034.5692803437,61973.46902190682,0.0,0.0,0.0,0.0,0.0
15,1,1,133873.3511080959,129530.24810855262,94229.68188271606,129530.24810855262,87455.6416943726,0.0,1.0,0.0,1.0,0.0
17,1,1,118555.9865313914,115137.99834307992,83143.83696174547,115137.99834307992,50514.04941343761,0.0,1.0,0.0,1.0,0.0
20,1,1,103624.1985,103624.1985,70672.26140625,103624.1985,44790.24970963995,0.0,0.0,0.0,0.0,0.0
25,1,1,81333.32613861386,79710.92192463408,56537.80912222222,79710.92192463408,34090.390543851056,0.0,1.0,0.0,1.0,0.0
30,1,1,69082.79899415205,69082.79899415205,47114.84094135803,69082.79899415205,24250.290279661564,0.0,0.0,0.0,0.0,0.0
35,1,1,58410.189990685074,57568.99916341779,40384.149376417234,57568.99916341779,17271.561896487525,0.0,1.0,0.0,1.0,0.0
40,1,1,51812.09925,51812.09925,35336.130703125,51812.09925,18047.450860969388,0.0,0.0,0.0,0.0,0.0
45,1,1,45517.44858150887,44942.38615261497,31409.89396090535,45053.99934832355,11855.302511074078,0.0,1.0,0.0,1.0,0.0
50,1,1,41299.13267341306,41299.13267341306,28268.90456388889,41449.67939789474,16315.299057415767,0.0,0.0,0.0,0.0,0.0
