instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,ap-northeast-1a,1,50.0,1,1,1,2.0,1.0,0.0345,39377.1954,0.0173,1,570683.9917
t4g.large,ap-northeast-1a,3,50.0,5,1,1,6.0,1.0,0.1035,118131.5863,0.0173,3,190227.9972
t4g.large,ap-northeast-1a,3,50.0,6,1,1,6.0,0.0,0.1035,118131.5863,0.0173,3,190227.9972
t4g.large,ap-northeast-1a,5,50.0,10,1,1,10.0,0.0,0.1725,196885.9771,0.0173,5,114136.7983
t4g.large,ap-northeast-1a,7,50.0,14,1,1,14.0,0.0,0.2415,275640.368,0.0173,7,81526.2845
t4g.large,ap-northeast-1a,8,50.0,15,1,1,16.0,1.0,0.276,315017.5634,0.0173,8,71335.499
t4g.large,ap-northeast-1a,9,50.0,17,1,1,18.0,1.0,0.3105,354394.7589,0.0173,9,63409.3324
t4g.large,ap-northeast-1a,10,50.0,20,1,1,20.0,0.0,0.345,393771.9543,0.0173,10,57068.3992
t4g.large,ap-northeast-1a,13,50.0,25,1,1,26.0,1.0,0.4485,511903.5406,0.0173,13,43898.7686
t4g.large,ap-northeast-1a,15,50.0,30,1,1,30.0,0.0,0.5175,590657.9314,0.0173,15,38045.5994
t4g.large,ap-northeast-1a,18,50.0,35,1,1,36.0,1.0,0.621,708789.5177,0.0173,18,31704.6662
t4g.large,ap-northeast-1a,20,50.0,40,1,1,40.0,0.0,0.69,787543.9086,0.0173,20,28534.1996
t4g.large,ap-northeast-1a,23,50.0,45,1,1,46.0,1.0,0.7935,905675.4949,0.0173,23,24812.3475
t4g.large,ap-northeast-1a,25,50.0,50,1,1,50.0,0.0,0.8625,984429.8857,0.0173,25,22827.3597
