pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,547661.380069525,0.0,523815.8715176715,0.0,547661.380069525,0.0,547661.380069525,0.0
10,1,4,547661.380069525,0.0,547661.380069525,0.0,547661.380069525,0.0,547661.380069525,0.0
10,2,2,272410.24265129684,0.0,272410.24265129684,0.0,272410.24265129684,0.0,272410.24265129684,0.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,107034.59656920079,0.0,103085.40021825397,0.0,107034.59656920079,0.0,107034.59656920079,0.0
50,1,4,103622.40988086554,0.0,103622.40988086554,0.0,103622.40988086554,0.0,103622.40988086554,0.0
50,2,2,52605.69550393549,0.0,52436.094526534864,0.0,52605.69550393549,0.0,52605.69550393549,0.0
75,3,5,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0
100,1,2,52605.69550393549,0.0,51632.33958757764,0.0,52605.69550393549,0.0,52605.69550393549,0.0
100,1,4,46746.869881085615,0.0,46746.869881085615,0.0,46746.869881085615,0.0,46746.869881085615,0.0
100,2,2,26054.030210879202,0.0,25996.58492819179,0.0,26054.030210879202,0.0,26054.030210879202,0.0
115,4,2,11179.632084279147,0.0,11179.632084279147,0.0,11179.632084279147,0.0,11179.632084279147,0.0
287,1,6,14522.88627754993,1.0,14522.88627754993,1.0,14522.88627754993,1.0,14522.88627754993,1.0
400,1,2,12933.10386951897,0.0,12819.957654723126,0.0,12933.10386951897,0.0,12933.10386951897,0.0
400,1,4,10125.61542892711,16.0,10125.61542892711,16.0,10125.61542892711,16.0,10125.61542892711,16.0
400,2,2,6376.0252451371425,0.0,6376.0252451371425,0.0,6376.0252451371425,0.0,6376.0252451371425,0.0
439,1,9,7712.892853884833,0.0,7712.892853884833,0.0,7712.892853884833,0.0,7712.892853884833,0.0
1000,1,2,5044.613544787654,0.0,5037.685813804889,0.0,5044.613544787654,0.0,5044.613544787654,0.0
1000,1,4,3878.5121343158035,0.0,3878.5121343158035,0.0,3878.5121343158035,0.0,3878.5121343158035,0.0
1000,2,2,2418.4753069640024,0.0,2418.4753069640024,0.0,2418.4753069640024,0.0,2418.4753069640024,0.0
