InstanceType,AZ,vCPU,Memory,T3,SPS,IF,SpotPrice,OndemandPrice,CoreMark
c6a.8xlarge,apne1-az2,32,64.0,10,3,3.0,0.6478,1.5408,30360.9206
c6a.8xlarge,apne1-az4,32,64.0,10,3,3.0,0.5983,1.5408,30360.9206
c6a.large,apne1-az1,2,4.0,50,3,2.5,0.0449,0.0963,30360.9206
c6a.large,apne1-az2,2,4.0,50,3,2.5,0.0472,0.0963,30360.9206
c6a.large,apne1-az4,2,4.0,50,3,2.5,0.0368,0.0963,30360.9206
c6a.xlarge,apne1-az1,4,8.0,50,3,3.0,0.0957,0.1926,30360.9206
c6a.xlarge,apne1-az2,4,8.0,50,3,3.0,0.0748,0.1926,30360.9206
c6a.xlarge,apne1-az4,4,8.0,30,3,3.0,0.0876,0.1926,30360.9206
c6i.12xlarge,apne1-az1,48,96.0,45,3,1.5,0.8837,2.568,26919.626888888884
c6i.12xlarge,apne1-az2,48,96.0,15,3,1.5,0.7255,2.568,26919.626888888884
c6i.12xlarge,apne1-az4,48,96.0,15,3,1.5,0.9109,2.568,26919.626888888884
c6i.16xlarge,apne1-az1,64,128.0,1,3,1.5,1.1851,3.424,26919.626888888884
c6i.16xlarge,apne1-az2,64,128.0,0,2,1.5,1.1181,3.424,26919.626888888884
c6i.16xlarge,apne1-az4,64,128.0,1,3,1.5,1.1439,3.424,26919.626888888884
c6i.24xlarge,apne1-az1,96,192.0,5,3,1.5,1.5172,5.136,26919.626888888884
c6i.24xlarge,apne1-az2,96,192.0,1,3,1.5,1.2958,5.136,26919.626888888884
c6i.24xlarge,apne1-az4,96,192.0,1,3,1.5,1.4429,5.136,26919.626888888884
c6i.2xlarge,apne1-az1,8,16.0,10,3,1.0,0.1658,0.428,26919.626888888884
c6i.2xlarge,apne1-az2,8,16.0,1,3,1.0,0.1791,0.428,26919.626888888884
c6i.2xlarge,apne1-az4,8,16.0,5,3,1.0,0.1712,0.428,26919.626888888884
c6i.32xlarge,apne1-az1,128,256.0,5,3,2.5,1.2433,6.848,26919.626888888884
c6i.32xlarge,apne1-az2,128,256.0,1,3,2.5,1.3898,6.848,26919.626888888884
c6i.32xlarge,apne1-az4,128,256.0,0,1,2.5,1.1808,6.848,26919.626888888884
c6i.4xlarge,apne1-az1,16,32.0,5,3,1.0,0.3335,0.856,26919.626888888884
c6i.4xlarge,apne1-az2,16,32.0,20,3,1.0,0.3058,0.856,26919.626888888884
c6i.4xlarge,apne1-az4,16,32.0,5,3,1.0,0.3606,0.856,26919.626888888884
c6i.8xlarge,apne1-az1,32,64.0,20,3,1.0,0.591,1.712,26919.626888888884
c6i.8xlarge,apne1-az2,32,64.0,1,3,1.0,0.5884,1.712,26919.626888888884
c6i.8xlarge,apne1-az4,32,64.0,1,3,1.0,0.6265,1.712,26919.626888888884
c6i.large,apne1-az1,2,4.0,45,3,2.5,0.0361,0.107,26919.626888888884
c6i.large,apne1-az2,2,4.0,10,3,2.5,0.037,0.107,26919.626888888884
c6i.large,apne1-az4,2,4.0,5,3,2.5,0.0372,0.107,26919.626888888884
c6i.xlarge,apne1-az1,4,8.0,15,3,1.0,0.0804,0.214,26919.626888888884
c6i.xlarge,apne1-az2,4,8.0,5,3,1.0,0.0768,0.214,26919.626888888884
c6i.xlarge,apne1-az4,4,8.0,1,3,1.0,0.0836,0.214,26919.626888888884
c6id.12xlarge,apne1-az1,48,96.0,0,2,1.0,0.753,3.0744,26919.626888888884
c6id.12xlarge,apne1-az2,48,96.0,0,2,1.0,1.0709,3.0744,26919.626888888884
c6id.12xlarge,apne1-az4,48,96.0,0,2,1.0,1.0778,3.0744,26919.626888888884
c6id.16xlarge,apne1-az1,64,128.0,1,3,1.5,1.3627,4.0992,26919.626888888884
c6id.16xlarge,apne1-az2,64,128.0,1,3,1.5,1.3529,4.0992,26919.626888888884
c6id.16xlarge,apne1-az4,64,128.0,0,2,1.5,1.5052,4.0992,26919.626888888884
c6id.24xlarge,apne1-az1,96,192.0,0,1,2.0,1.1372,6.1488,26919.626888888884
c6id.24xlarge,apne1-az2,96,192.0,1,3,2.0,1.1842,6.1488,26919.626888888884
c6id.24xlarge,apne1-az4,96,192.0,0,1,2.0,1.229,6.1488,26919.626888888884
c6id.2xlarge,apne1-az1,8,16.0,1,3,1.0,0.2462,0.5124,26919.626888888884
c6id.2xlarge,apne1-az2,8,16.0,1,3,1.0,0.2395,0.5124,26919.626888888884
c6id.2xlarge,apne1-az4,8,16.0,1,3,1.0,0.2419,0.5124,26919.626888888884
c6id.32xlarge,apne1-az1,128,256.0,0,1,2.0,1.3815,8.1984,26919.626888888884
c6id.32xlarge,apne1-az2,128,256.0,1,3,2.0,1.369,8.1984,26919.626888888884
c6id.32xlarge,apne1-az4,128,256.0,0,1,2.0,1.4539,8.1984,26919.626888888884
c6id.4xlarge,apne1-az1,16,32.0,1,3,2.0,0.3995,1.0248,26919.626888888884
c6id.4xlarge,apne1-az2,16,32.0,5,3,2.0,0.3439,1.0248,26919.626888888884
c6id.4xlarge,apne1-az4,16,32.0,10,3,2.0,0.3606,1.0248,26919.626888888884
c6id.8xlarge,apne1-az1,32,64.0,1,3,1.0,0.7907,2.0496,26919.626888888884
c6id.8xlarge,apne1-az2,32,64.0,1,3,1.0,1.022,2.0496,26919.626888888884
c6id.8xlarge,apne1-az4,32,64.0,1,3,1.0,0.7332,2.0496,26919.626888888884
c6id.large,apne1-az1,2,4.0,1,3,2.5,0.0392,0.1281,26919.626888888884
c6id.large,apne1-az2,2,4.0,10,3,2.5,0.0414,0.1281,26919.626888888884
c6id.large,apne1-az4,2,4.0,5,3,2.5,0.0444,0.1281,26919.626888888884
c6id.xlarge,apne1-az1,4,8.0,1,3,1.0,0.0827,0.2562,26919.626888888884
c6id.xlarge,apne1-az2,4,8.0,5,3,1.0,0.0855,0.2562,26919.626888888884
c6id.xlarge,apne1-az4,4,8.0,1,3,1.0,0.1086,0.2562,26919.626888888884
c6in.12xlarge,apne1-az1,48,96.0,1,3,3.0,1.0975,3.4272,26919.626888888884
c6in.12xlarge,apne1-az2,48,96.0,0,2,3.0,0.8863,3.4272,26919.626888888884
c6in.12xlarge,apne1-az4,48,96.0,1,3,3.0,1.2949,3.4272,26919.626888888884
c6in.16xlarge,apne1-az1,64,128.0,1,3,3.0,1.462,4.5696,26919.626888888884
c6in.16xlarge,apne1-az2,64,128.0,0,2,3.0,1.1683,4.5696,26919.626888888884
c6in.16xlarge,apne1-az4,64,128.0,1,3,3.0,1.7063,4.5696,26919.626888888884
c6in.24xlarge,apne1-az1,96,192.0,1,3,2.5,1.2764,6.8544,26919.626888888884
c6in.24xlarge,apne1-az2,96,192.0,0,2,2.5,1.3137,6.8544,26919.626888888884
c6in.24xlarge,apne1-az4,96,192.0,1,3,2.5,1.5796,6.8544,26919.626888888884
c6in.2xlarge,apne1-az1,8,16.0,5,3,3.0,0.2196,0.5712,26919.626888888884
c6in.2xlarge,apne1-az2,8,16.0,5,3,3.0,0.1879,0.5712,26919.626888888884
c6in.2xlarge,apne1-az4,8,16.0,15,3,3.0,0.2559,0.5712,26919.626888888884
c6in.32xlarge,apne1-az1,128,256.0,5,3,2.5,1.53,9.1392,26919.626888888884
c6in.32xlarge,apne1-az2,128,256.0,1,3,2.5,1.5238,9.1392,26919.626888888884
c6in.32xlarge,apne1-az4,128,256.0,10,3,2.5,1.7986,9.1392,26919.626888888884
c6in.4xlarge,apne1-az1,16,32.0,10,3,3.0,0.3809,1.1424,26919.626888888884
c6in.4xlarge,apne1-az2,16,32.0,5,3,3.0,0.369,1.1424,26919.626888888884
c6in.4xlarge,apne1-az4,16,32.0,30,3,3.0,0.4789,1.1424,26919.626888888884
c6in.8xlarge,apne1-az1,32,64.0,5,3,2.0,0.7433,2.2848,26919.626888888884
c6in.8xlarge,apne1-az2,32,64.0,1,3,2.0,0.4801,2.2848,26919.626888888884
c6in.8xlarge,apne1-az4,32,64.0,5,3,2.0,0.7709,2.2848,26919.626888888884
c6in.large,apne1-az1,2,4.0,15,3,2.0,0.0497,0.1428,26919.626888888884
c6in.large,apne1-az2,2,4.0,5,3,2.0,0.0434,0.1428,26919.626888888884
c6in.large,apne1-az4,2,4.0,50,3,2.0,0.0633,0.1428,26919.626888888884
c6in.xlarge,apne1-az1,4,8.0,5,3,1.0,0.1055,0.2856,26919.626888888884
c6in.xlarge,apne1-az2,4,8.0,1,3,1.0,0.0983,0.2856,26919.626888888884
c6in.xlarge,apne1-az4,4,8.0,25,3,1.0,0.131,0.2856,26919.626888888884
c7a.12xlarge,apne1-az1,48,96.0,5,3,1.5,1.1359,3.1008,33476.00218181819
c7a.12xlarge,apne1-az2,48,96.0,1,3,1.5,0.9598,3.1008,33476.00218181819
c7a.12xlarge,apne1-az4,48,96.0,1,3,1.5,1.2607,3.1008,33476.00218181819
c7a.16xlarge,apne1-az1,64,128.0,5,3,2.5,1.4239,4.1344,33476.00218181819
c7a.16xlarge,apne1-az2,64,128.0,1,3,2.5,1.3616,4.1344,33476.00218181819
c7a.16xlarge,apne1-az4,64,128.0,1,3,2.5,1.2893,4.1344,33476.00218181819
c7a.24xlarge,apne1-az1,96,192.0,1,3,2.0,1.2923,6.2016,33476.00218181819
c7a.24xlarge,apne1-az2,96,192.0,1,3,2.0,1.3002,6.2016,33476.00218181819
c7a.24xlarge,apne1-az4,96,192.0,1,3,2.0,2.8603,6.2016,33476.00218181819
c7a.2xlarge,apne1-az1,8,16.0,30,3,1.5,0.2793,0.5168,33476.00218181819
c7a.2xlarge,apne1-az2,8,16.0,10,3,1.5,0.2883,0.5168,33476.00218181819
c7a.2xlarge,apne1-az4,8,16.0,25,3,1.5,0.3394,0.5168,33476.00218181819
c7a.32xlarge,apne1-az1,128,256.0,1,3,2.5,1.4205,8.2688,33476.00218181819
c7a.32xlarge,apne1-az2,128,256.0,1,3,2.5,1.4381,8.2688,33476.00218181819
c7a.32xlarge,apne1-az4,128,256.0,1,3,2.5,2.9061,8.2688,33476.00218181819
c7a.48xlarge,apne1-az1,192,384.0,1,3,2.5,2.1485,12.4032,33476.00218181819
c7a.48xlarge,apne1-az2,192,384.0,1,3,2.5,2.0976,12.4032,33476.00218181819
c7a.48xlarge,apne1-az4,192,384.0,1,3,2.5,4.0374,12.4032,33476.00218181819
c7a.4xlarge,apne1-az1,16,32.0,20,3,2.0,0.3989,1.0336,33476.00218181819
c7a.4xlarge,apne1-az2,16,32.0,40,3,2.0,0.3673,1.0336,33476.00218181819
c7a.4xlarge,apne1-az4,16,32.0,10,3,2.0,0.5229,1.0336,33476.00218181819
c7a.8xlarge,apne1-az1,32,64.0,10,3,2.5,0.8566,2.0672,33476.00218181819
c7a.8xlarge,apne1-az2,32,64.0,1,3,2.5,0.7085,2.0672,33476.00218181819
c7a.8xlarge,apne1-az4,32,64.0,10,3,2.5,0.8571,2.0672,33476.00218181819
c7a.large,apne1-az1,2,4.0,50,3,2.5,0.0512,0.1292,33476.00218181819
c7a.large,apne1-az2,2,4.0,50,3,2.5,0.0485,0.1292,33476.00218181819
c7a.large,apne1-az4,2,4.0,50,3,2.5,0.0498,0.1292,33476.00218181819
c7a.medium,apne1-az1,1,2.0,50,3,3.0,0.0236,0.0646,33476.00218181819
c7a.medium,apne1-az2,1,2.0,50,3,3.0,0.0242,0.0646,33476.00218181819
c7a.medium,apne1-az4,1,2.0,50,3,3.0,0.0258,0.0646,33476.00218181819
c7a.xlarge,apne1-az1,4,8.0,50,3,1.0,0.1034,0.2584,33476.00218181819
c7a.xlarge,apne1-az2,4,8.0,25,3,1.0,0.1073,0.2584,33476.00218181819
c7a.xlarge,apne1-az4,4,8.0,35,3,1.0,0.1363,0.2584,33476.00218181819
c7i-flex.2xlarge,apne1-az1,8,16.0,50,3,3.0,0.1664,0.42693,31047.99571428571
c7i-flex.2xlarge,apne1-az2,8,16.0,50,3,3.0,0.1621,0.42693,31047.99571428571
c7i-flex.2xlarge,apne1-az4,8,16.0,50,3,3.0,0.1498,0.42693,31047.99571428571
c7i-flex.4xlarge,apne1-az1,16,32.0,10,3,2.0,0.391,0.85386,31047.99571428571
c7i-flex.4xlarge,apne1-az2,16,32.0,5,3,2.0,0.3229,0.85386,31047.99571428571
c7i-flex.4xlarge,apne1-az4,16,32.0,5,3,2.0,0.3733,0.85386,31047.99571428571
c7i-flex.8xlarge,apne1-az1,32,64.0,5,3,3.0,0.7133,1.70772,31047.99571428571
c7i-flex.8xlarge,apne1-az2,32,64.0,1,3,3.0,0.6971,1.70772,31047.99571428571
c7i-flex.8xlarge,apne1-az4,32,64.0,1,3,3.0,0.6435,1.70772,31047.99571428571
c7i-flex.large,apne1-az1,2,4.0,50,3,1.0,0.0427,0.10673,31047.99571428571
c7i-flex.large,apne1-az2,2,4.0,50,3,1.0,0.0394,0.10673,31047.99571428571
c7i-flex.large,apne1-az4,2,4.0,50,3,1.0,0.0362,0.10673,31047.99571428571
c7i-flex.xlarge,apne1-az1,4,8.0,50,3,3.0,0.0779,0.21347,31047.99571428571
c7i-flex.xlarge,apne1-az2,4,8.0,50,3,3.0,0.0777,0.21347,31047.99571428571
c7i-flex.xlarge,apne1-az4,4,8.0,50,3,3.0,0.0771,0.21347,31047.99571428571
c7i.12xlarge,apne1-az1,48,96.0,5,3,2.5,0.9209,2.6964,31467.267
c7i.12xlarge,apne1-az2,48,96.0,5,3,2.5,0.9449,2.6964,31467.267
c7i.12xlarge,apne1-az4,48,96.0,5,3,2.5,1.1026,2.6964,31467.267
c7i.16xlarge,apne1-az1,64,128.0,40,3,3.0,1.3464,3.5952,31467.267
c7i.16xlarge,apne1-az2,64,128.0,20,3,3.0,1.2881,3.5952,31467.267
c7i.16xlarge,apne1-az4,64,128.0,5,3,3.0,1.4138,3.5952,31467.267
c7i.24xlarge,apne1-az1,96,192.0,40,3,3.0,1.3046,5.3928,31467.267
c7i.24xlarge,apne1-az2,96,192.0,30,3,3.0,1.3143,5.3928,31467.267
c7i.24xlarge,apne1-az4,96,192.0,1,3,3.0,2.1186,5.3928,31467.267
c7i.2xlarge,apne1-az1,8,16.0,20,3,1.5,0.2101,0.4494,31467.267
c7i.2xlarge,apne1-az2,8,16.0,5,3,1.5,0.2246,0.4494,31467.267
c7i.2xlarge,apne1-az4,8,16.0,5,3,1.5,0.2129,0.4494,31467.267
c7i.48xlarge,apne1-az1,192,384.0,25,3,3.0,1.8406,10.7856,31467.267
c7i.48xlarge,apne1-az2,192,384.0,20,3,3.0,1.8516,10.7856,31467.267
c7i.48xlarge,apne1-az4,192,384.0,1,3,3.0,3.8883,10.7856,31467.267
