InstanceType,AZ,vCPU,Memory,T3,SPS,IF,SpotPrice,OndemandPrice,CoreMark
c5n.2xlarge,euw1-az3,8,21.0,5,3,1.0,0.2692,0.488,24562.482727272727
c5n.4xlarge,euw1-az1,16,42.0,1,3,1.0,0.6053,0.976,24562.482727272727
c5n.4xlarge,euw1-az2,16,42.0,1,3,1.0,0.6068,0.976,24562.482727272727
c5n.4xlarge,euw1-az3,16,42.0,5,3,1.0,0.5696,0.976,24562.482727272727
c5n.9xlarge,euw1-az1,36,96.0,1,3,1.0,1.0898,2.196,24562.482727272727
c5n.9xlarge,euw1-az2,36,96.0,1,3,1.0,1.0286,2.196,24562.482727272727
c5n.9xlarge,euw1-az3,36,96.0,1,3,1.0,1.1423,2.196,24562.482727272727
c5n.large,euw1-az1,2,5.25,20,3,1.0,0.055,0.122,24562.482727272727
c5n.large,euw1-az2,2,5.25,10,3,1.0,0.0524,0.122,24562.482727272727
c5n.large,euw1-az3,2,5.25,25,3,1.0,0.0568,0.122,24562.482727272727
c5n.xlarge,euw1-az1,4,10.5,5,3,1.0,0.1292,0.244,24562.482727272727
c5n.xlarge,euw1-az2,4,10.5,1,3,1.0,0.119,0.244,24562.482727272727
c5n.xlarge,euw1-az3,4,10.5,5,3,1.0,0.1342,0.244,24562.482727272727
c6a.12xlarge,euw1-az1,48,96.0,5,3,1.0,0.8653,1.96992,30360.9206
c6a.12xlarge,euw1-az2,48,96.0,5,3,1.0,0.8824,1.96992,30360.9206
c6a.12xlarge,euw1-az3,48,96.0,5,3,1.0,0.843,1.96992,30360.9206
c6a.16xlarge,euw1-az1,64,128.0,5,3,2.5,1.0751,2.62656,30360.9206
c6a.16xlarge,euw1-az2,64,128.0,1,3,2.5,1.0659,2.62656,30360.9206
c6a.16xlarge,euw1-az3,64,128.0,5,3,2.5,1.0599,2.62656,30360.9206
c6a.24xlarge,euw1-az1,96,192.0,20,3,1.0,1.4874,3.93984,30360.9206
c6a.24xlarge,euw1-az2,96,192.0,10,3,1.0,1.3868,3.93984,30360.9206
c6a.24xlarge,euw1-az3,96,192.0,5,3,1.0,1.4296,3.93984,30360.9206
c6a.2xlarge,euw1-az1,8,16.0,50,3,2.5,0.1744,0.32832,30360.9206
c6a.2xlarge,euw1-az2,8,16.0,50,3,2.5,0.1667,0.32832,30360.9206
c6a.2xlarge,euw1-az3,8,16.0,50,3,2.5,0.1616,0.32832,30360.9206
c6a.32xlarge,euw1-az1,128,256.0,15,3,2.0,1.7379,5.25312,30360.9206
c6a.32xlarge,euw1-az2,128,256.0,5,3,2.0,1.5011,5.25312,30360.9206
c6a.32xlarge,euw1-az3,128,256.0,10,3,2.0,1.5111,5.25312,30360.9206
c6a.48xlarge,euw1-az1,192,384.0,10,3,2.5,2.2265,7.87968,30360.9206
c6a.48xlarge,euw1-az2,192,384.0,1,3,2.5,3.1187,7.87968,30360.9206
c6a.48xlarge,euw1-az3,192,384.0,10,3,2.5,2.1918,7.87968,30360.9206
c6a.4xlarge,euw1-az1,16,32.0,50,3,1.0,0.3043,0.65664,30360.9206
c6a.4xlarge,euw1-az2,16,32.0,50,3,1.0,0.2898,0.65664,30360.9206
c6a.4xlarge,euw1-az3,16,32.0,50,3,1.0,0.3042,0.65664,30360.9206
c6a.8xlarge,euw1-az1,32,64.0,50,3,1.5,0.5505,1.31328,30360.9206
c6a.8xlarge,euw1-az2,32,64.0,35,3,1.5,0.5518,1.31328,30360.9206
c6a.8xlarge,euw1-az3,32,64.0,50,3,1.5,0.5519,1.31328,30360.9206
c6a.large,euw1-az1,2,4.0,50,3,2.5,0.0446,0.08208,30360.9206
c6a.large,euw1-az2,2,4.0,50,3,2.5,0.0458,0.08208,30360.9206
c6a.large,euw1-az3,2,4.0,50,3,2.5,0.0439,0.08208,30360.9206
c6a.xlarge,euw1-az1,4,8.0,50,3,1.5,0.0853,0.16416,30360.9206
c6a.xlarge,euw1-az2,4,8.0,50,3,1.5,0.0906,0.16416,30360.9206
c6a.xlarge,euw1-az3,4,8.0,50,3,1.5,0.0852,0.16416,30360.9206
c6i.12xlarge,euw1-az1,48,96.0,50,3,3.0,0.9945,2.1888,26919.626888888884
c6i.12xlarge,euw1-az2,48,96.0,50,3,3.0,1.0537,2.1888,26919.626888888884
c6i.12xlarge,euw1-az3,48,96.0,50,3,3.0,1.0074,2.1888,26919.626888888884
c6i.16xlarge,euw1-az1,64,128.0,50,3,3.0,1.3342,2.9184,26919.626888888884
c6i.16xlarge,euw1-az2,64,128.0,50,3,3.0,1.5846,2.9184,26919.626888888884
c6i.16xlarge,euw1-az3,64,128.0,50,3,3.0,1.3207,2.9184,26919.626888888884
c6i.24xlarge,euw1-az1,96,192.0,50,3,3.0,1.6782,4.3776,26919.626888888884
c6i.24xlarge,euw1-az2,96,192.0,50,3,3.0,1.952,4.3776,26919.626888888884
c6i.24xlarge,euw1-az3,96,192.0,30,3,3.0,1.8127,4.3776,26919.626888888884
c6i.2xlarge,euw1-az1,8,16.0,50,3,2.5,0.2185,0.3648,26919.626888888884
c6i.2xlarge,euw1-az2,8,16.0,50,3,2.5,0.2316,0.3648,26919.626888888884
c6i.2xlarge,euw1-az3,8,16.0,45,3,2.5,0.2274,0.3648,26919.626888888884
c6i.32xlarge,euw1-az1,128,256.0,50,3,3.0,2.2811,5.8368,26919.626888888884
c6i.32xlarge,euw1-az2,128,256.0,50,3,3.0,2.3446,5.8368,26919.626888888884
c6i.32xlarge,euw1-az3,128,256.0,50,3,3.0,2.3807,5.8368,26919.626888888884
c6i.4xlarge,euw1-az1,16,32.0,50,3,3.0,0.4244,0.7296,26919.626888888884
c6i.4xlarge,euw1-az2,16,32.0,50,3,3.0,0.4234,0.7296,26919.626888888884
c6i.4xlarge,euw1-az3,16,32.0,50,3,3.0,0.4019,0.7296,26919.626888888884
c6i.8xlarge,euw1-az1,32,64.0,50,3,3.0,0.7829,1.4592,26919.626888888884
c6i.8xlarge,euw1-az2,32,64.0,50,3,3.0,0.8218,1.4592,26919.626888888884
c6i.8xlarge,euw1-az3,32,64.0,50,3,3.0,0.7809,1.4592,26919.626888888884
c6i.large,euw1-az1,2,4.0,50,3,3.0,0.0505,0.0912,26919.626888888884
c6i.large,euw1-az2,2,4.0,50,3,3.0,0.059,0.0912,26919.626888888884
c6i.large,euw1-az3,2,4.0,45,3,3.0,0.0543,0.0912,26919.626888888884
c6i.xlarge,euw1-az1,4,8.0,50,3,2.5,0.1039,0.1824,26919.626888888884
c6i.xlarge,euw1-az2,4,8.0,50,3,2.5,0.11,0.1824,26919.626888888884
c6i.xlarge,euw1-az3,4,8.0,50,3,2.5,0.102,0.1824,26919.626888888884
c6id.12xlarge,euw1-az1,48,96.0,1,3,2.5,1.0276,2.7468,26919.626888888884
c6id.12xlarge,euw1-az2,48,96.0,1,3,2.5,1.0816,2.7468,26919.626888888884
c6id.12xlarge,euw1-az3,48,96.0,1,3,2.5,1.0855,2.7468,26919.626888888884
c6id.16xlarge,euw1-az1,64,128.0,1,3,1.0,1.4427,3.6624,26919.626888888884
c6id.16xlarge,euw1-az2,64,128.0,1,3,1.0,1.4981,3.6624,26919.626888888884
c6id.16xlarge,euw1-az3,64,128.0,5,3,1.0,1.4867,3.6624,26919.626888888884
c6id.24xlarge,euw1-az1,96,192.0,10,3,3.0,1.9031,5.4936,26919.626888888884
c6id.24xlarge,euw1-az2,96,192.0,10,3,3.0,2.1604,5.4936,26919.626888888884
c6id.24xlarge,euw1-az3,96,192.0,5,3,3.0,2.1727,5.4936,26919.626888888884
c6id.2xlarge,euw1-az1,8,16.0,10,3,1.5,0.221,0.4578,26919.626888888884
c6id.2xlarge,euw1-az2,8,16.0,5,3,1.5,0.2289,0.4578,26919.626888888884
c6id.2xlarge,euw1-az3,8,16.0,5,3,1.5,0.2575,0.4578,26919.626888888884
c6id.32xlarge,euw1-az2,128,256.0,5,3,3.0,2.9166,7.3248,26919.626888888884
c6id.32xlarge,euw1-az3,128,256.0,1,3,3.0,2.8047,7.3248,26919.626888888884
c6id.4xlarge,euw1-az1,16,32.0,40,3,2.5,0.3709,0.9156,26919.626888888884
c6id.4xlarge,euw1-az2,16,32.0,35,3,2.5,0.4058,0.9156,26919.626888888884
c6id.4xlarge,euw1-az3,16,32.0,35,3,2.5,0.4955,0.9156,26919.626888888884
c6id.8xlarge,euw1-az1,32,64.0,5,3,2.5,1.2071,1.8312,26919.626888888884
c6id.8xlarge,euw1-az2,32,64.0,1,3,2.5,1.0869,1.8312,26919.626888888884
c6id.8xlarge,euw1-az3,32,64.0,5,3,2.5,1.0868,1.8312,26919.626888888884
c6id.large,euw1-az1,2,4.0,5,3,2.5,0.0512,0.11445,26919.626888888884
c6id.large,euw1-az2,2,4.0,5,3,2.5,0.0673,0.11445,26919.626888888884
c6id.large,euw1-az3,2,4.0,10,3,2.5,0.059,0.11445,26919.626888888884
c6id.xlarge,euw1-az1,4,8.0,5,3,2.0,0.1423,0.2289,26919.626888888884
c6id.xlarge,euw1-az2,4,8.0,5,3,2.0,0.1486,0.2289,26919.626888888884
c6id.xlarge,euw1-az3,4,8.0,10,3,2.0,0.1431,0.2289,26919.626888888884
c6in.12xlarge,euw1-az1,48,96.0,1,3,1.0,1.8463,3.0744,26919.626888888884
c6in.12xlarge,euw1-az2,48,96.0,1,3,1.0,1.7991,3.0744,26919.626888888884
c6in.12xlarge,euw1-az3,48,96.0,1,3,1.0,1.8236,3.0744,26919.626888888884
c6in.16xlarge,euw1-az1,64,128.0,0,2,1.0,2.3383,4.0992,26919.626888888884
c6in.16xlarge,euw1-az2,64,128.0,0,1,1.0,2.3436,4.0992,26919.626888888884
c6in.16xlarge,euw1-az3,64,128.0,0,2,1.0,2.3803,4.0992,26919.626888888884
c6in.24xlarge,euw1-az1,96,192.0,1,3,1.0,2.8057,6.1488,26919.626888888884
c6in.24xlarge,euw1-az2,96,192.0,1,3,1.0,2.7673,6.1488,26919.626888888884
c6in.24xlarge,euw1-az3,96,192.0,1,3,1.0,2.8547,6.1488,26919.626888888884
c6in.2xlarge,euw1-az1,8,16.0,5,3,1.0,0.2549,0.5124,26919.626888888884
c6in.2xlarge,euw1-az2,8,16.0,1,3,1.0,0.2493,0.5124,26919.626888888884
c6in.2xlarge,euw1-az3,8,16.0,5,3,1.0,0.253,0.5124,26919.626888888884
c6in.32xlarge,euw1-az1,128,256.0,10,3,1.0,2.1312,8.1984,26919.626888888884
c6in.32xlarge,euw1-az2,128,256.0,5,3,1.0,2.057,8.1984,26919.626888888884
c6in.32xlarge,euw1-az3,128,256.0,10,3,1.0,2.0892,8.1984,26919.626888888884
c6in.4xlarge,euw1-az1,16,32.0,50,3,1.0,0.4257,1.0248,26919.626888888884
c6in.4xlarge,euw1-az2,16,32.0,45,3,1.0,0.4156,1.0248,26919.626888888884
c6in.4xlarge,euw1-az3,16,32.0,40,3,1.0,0.4164,1.0248,26919.626888888884
c6in.8xlarge,euw1-az1,32,64.0,1,3,1.0,0.992,2.0496,26919.626888888884
c6in.8xlarge,euw1-az2,32,64.0,1,3,1.0,0.938,2.0496,26919.626888888884
c6in.8xlarge,euw1-az3,32,64.0,1,3,1.0,0.9738,2.0496,26919.626888888884
c6in.large,euw1-az1,2,4.0,20,3,3.0,0.0602,0.1281,26919.626888888884
c6in.large,euw1-az2,2,4.0,10,3,3.0,0.064,0.1281,26919.626888888884
c6in.large,euw1-az3,2,4.0,15,3,3.0,0.0617,0.1281,26919.626888888884
c6in.xlarge,euw1-az1,4,8.0,25,3,1.0,0.1057,0.2562,26919.626888888884
c6in.xlarge,euw1-az2,4,8.0,5,3,1.0,0.1178,0.2562,26919.626888888884
c6in.xlarge,euw1-az3,4,8.0,10,3,1.0,0.1177,0.2562,26919.626888888884
c7a.12xlarge,euw1-az1,48,96.0,5,3,2.0,1.6145,2.64288,33476.00218181819
c7a.12xlarge,euw1-az2,48,96.0,1,3,2.0,1.4724,2.64288,33476.00218181819
c7a.12xlarge,euw1-az3,48,96.0,1,3,2.0,1.2507,2.64288,33476.00218181819
c7a.16xlarge,euw1-az1,64,128.0,25,3,2.0,1.5176,3.52384,33476.00218181819
c7a.16xlarge,euw1-az2,64,128.0,1,3,2.0,1.5565,3.52384,33476.00218181819
c7a.16xlarge,euw1-az3,64,128.0,20,3,2.0,1.4265,3.52384,33476.00218181819
c7a.24xlarge,euw1-az1,96,192.0,1,3,1.0,2.7385,5.28576,33476.00218181819
c7a.24xlarge,euw1-az2,96,192.0,0,2,1.0,2.9661,5.28576,33476.00218181819
c7a.24xlarge,euw1-az3,96,192.0,1,3,1.0,2.8329,5.28576,33476.00218181819
c7a.2xlarge,euw1-az1,8,16.0,30,3,1.5,0.2426,0.44048,33476.00218181819
c7a.2xlarge,euw1-az2,8,16.0,15,3,1.5,0.2632,0.44048,33476.00218181819
c7a.2xlarge,euw1-az3,8,16.0,25,3,1.5,0.2354,0.44048,33476.00218181819
c7a.32xlarge,euw1-az1,128,256.0,5,3,2.0,2.6346,7.04768,33476.00218181819
c7a.32xlarge,euw1-az2,128,256.0,1,3,2.0,3.016,7.04768,33476.00218181819
c7a.32xlarge,euw1-az3,128,256.0,5,3,2.0,2.4028,7.04768,33476.00218181819
c7a.48xlarge,euw1-az1,192,384.0,20,3,2.0,3.5857,10.57152,33476.00218181819
c7a.48xlarge,euw1-az2,192,384.0,1,3,2.0,3.891,10.57152,33476.00218181819
c7a.48xlarge,euw1-az3,192,384.0,25,3,2.0,2.692,10.57152,33476.00218181819
c7a.4xlarge,euw1-az1,16,32.0,10,3,1.5,0.4841,0.88096,33476.00218181819
c7a.4xlarge,euw1-az2,16,32.0,5,3,1.5,0.7966,0.88096,33476.00218181819
c7a.4xlarge,euw1-az3,16,32.0,5,3,1.5,0.5131,0.88096,33476.00218181819
c7a.8xlarge,euw1-az1,32,64.0,5,3,2.5,0.8805,1.76192,33476.00218181819
c7a.8xlarge,euw1-az2,32,64.0,1,3,2.5,1.0735,1.76192,33476.00218181819
c7a.8xlarge,euw1-az3,32,64.0,10,3,2.5,0.8508,1.76192,33476.00218181819
c7a.large,euw1-az1,2,4.0,50,3,2.5,0.0544,0.11012,33476.00218181819
c7a.large,euw1-az2,2,4.0,30,3,2.5,0.0577,0.11012,33476.00218181819
