pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1507674.911111111,478912.76359084406,1507674.911111111,830742.5189873418,1033178.2385786803,0.0,3.0,0.0,1.0,0.0
5,1,1,369922.35011990403,239456.3818848355,301534.98192592594,276914.1732301922,319043.68148914166,0.0,3.0,0.0,1.0,0.0
6,1,1,317910.7519784742,239456.3818848355,251279.15164609056,276914.1732301922,185052.52722498617,0.0,2.0,0.0,0.0,0.0
10,1,1,191073.07180365297,159637.587903354,150767.49103703702,166148.50388185654,96470.29353591161,0.0,2.0,0.0,0.0,0.0
14,1,1,136580.9962406015,119728.19092006437,107691.0650037793,118677.5027985878,103909.68185088837,0.0,2.0,0.0,0.0,0.0
15,1,1,126067.9664346481,119728.19092006437,100511.66067489712,103842.81493934599,69933.65579419973,0.0,1.0,0.0,1.0,0.0
17,1,1,111579.99602625081,95782.55273247497,88686.75942586185,92304.72441006408,79219.4972596569,0.0,3.0,0.0,1.0,0.0
20,1,1,95782.55273247497,95782.55273247497,75383.74549999999,83074.25196202532,65429.173374364465,0.0,0.0,0.0,0.0,0.0
25,1,1,76117.13223377224,68416.10909900442,60306.99639703704,63903.27074126782,22561.09835192797,0.0,3.0,0.0,1.0,0.0
30,1,1,63800.270980242676,59864.095460032186,50255.83033744856,55382.83463666198,33935.30339162692,0.0,2.0,0.0,0.0,0.0
35,1,1,54433.60751286207,53212.52929670252,43076.426001511725,46152.362198520605,27435.8757938285,0.0,1.0,0.0,1.0,0.0
40,1,1,47891.276369814026,47891.276369814026,37691.872749999995,41537.12598101266,18738.563451033944,0.0,0.0,0.0,0.0,0.0
45,1,1,42413.5908685526,39909.39697335479,33503.88689163237,36119.23998388808,15537.246277634562,0.0,3.0,0.0,1.0,0.0
50,1,1,38293.299224433766,36839.44336160703,30153.49820148148,33229.70078312236,11614.155968247334,0.0,2.0,0.0,0.0,0.0
