pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1347921.2781456953,1093987.0000000002,1347921.2781456953,875048.7866666666,1347921.2781456953,0.0,1.0,0.0,1.0,0.0
5,1,1,329810.3231281198,364662.3331517792,269584.2553642384,291682.92913580243,381353.8195302843,0.0,1.0,0.0,1.0,0.0
6,1,1,291682.92913580243,364662.3331517792,224653.54617365712,291682.92913580243,288137.34537953796,0.0,0.0,0.0,0.0,0.0
10,1,1,218797.39986928104,218797.39986928104,134792.12774834438,175009.7574222222,154356.20605187322,0.0,0.0,0.0,0.0,0.0
14,1,1,151338.16536424696,151338.16536424696,96280.0912285444,125006.96961451248,74889.39598834325,0.0,0.0,0.0,0.0,0.0
15,1,1,135732.21460972936,131124.1761897767,89861.41848417955,109381.09840277777,69872.44148325997,0.0,1.0,0.0,1.0,0.0
17,1,1,118157.69984020772,115673.81542271365,79289.48690391621,97227.64304526748,46077.658806865526,0.0,1.0,0.0,1.0,0.0
20,1,1,103480.68680061822,103480.68680061822,67396.0638576159,87504.87873333333,55134.69080763583,0.0,0.0,0.0,0.0,0.0
25,1,1,78619.07510748997,78619.07510748997,53916.85108344371,67311.44518080211,30886.954806292553,1.0,1.0,0.0,1.0,0.0
30,1,1,67765.18660593792,67765.18660593792,44930.709242089775,58336.58581728395,26059.704766607414,0.0,0.0,0.0,0.0,0.0
35,1,1,56139.53074049229,56139.53074049229,38512.03649141776,48613.821515775024,18545.699091036873,1.0,1.0,0.0,1.0,0.0
40,1,1,50377.73089917231,50377.73089917231,33698.03192880795,43752.439366666666,14965.997806386651,0.0,0.0,0.0,0.0,0.0
45,1,1,43656.758193282076,43656.758193282076,29953.80616139318,38045.599449695444,16612.57439864722,1.0,1.0,0.0,1.0,0.0
50,1,1,40091.02057724551,40091.02057724551,26958.42554437086,35001.951491555556,15706.123069705094,0.0,0.0,0.0,0.0,0.0
