pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1071242.7,326595.1431707317,1071242.7,567394.7463976945,1049155.2216494845,0.0,3.0,0.0,1.0,0.0
5,1,1,224226.2490950226,163297.57164634147,214248.5397894737,189131.5822926673,130112.6909090909,0.0,3.0,0.0,1.0,0.0
6,1,1,189131.5822926673,163297.57164634147,178540.44985380117,189131.5822926673,116817.73752170139,0.0,2.0,0.0,0.0,0.0
10,1,1,113478.9493371758,108865.04775067752,107124.26994736843,113478.9493371758,91501.22564393938,0.0,2.0,0.0,0.0,0.0
14,1,1,81056.39240134094,81648.78580792683,76517.33566058002,81056.39240134094,63088.470819189395,0.0,2.0,0.0,0.0,0.0
15,1,1,75345.29191803487,81648.78580792683,71416.17995321639,70924.34334474063,55844.600322635415,0.0,1.0,0.0,1.0,0.0
17,1,1,66512.8663480227,65319.028643902435,63014.27643416499,63043.86076422243,54338.78406911025,0.0,3.0,0.0,1.0,0.0
20,1,1,56739.47468299712,65319.028643902435,53562.13496052632,56739.47468299712,36288.34925022584,0.0,0.0,0.0,0.0,0.0
25,1,1,45280.6574552136,46656.449034345445,42849.70796631579,43645.74975700425,17987.6172721598,0.0,3.0,0.0,1.0,0.0
30,1,1,37826.316452129366,40824.39290396342,35708.08997660819,37826.316452129366,16012.170538025892,0.0,2.0,0.0,0.0,0.0
35,1,1,32365.902615958523,36288.3492472147,30606.934264232008,31521.930377663924,13025.511140943741,0.0,1.0,0.0,1.0,0.0
40,1,1,28369.73734149856,32659.514324390246,26781.06748026316,28369.73734149856,11091.28702904803,0.0,0.0,0.0,0.0,0.0
45,1,1,25183.25126959782,27216.26193597561,23805.393317738788,24669.336818966785,12104.8249947559,0.0,3.0,0.0,1.0,0.0
50,1,1,22695.78987204611,25122.703326598352,21424.85398526316,22695.78987204611,8887.4342079646,0.0,2.0,0.0,0.0,0.0
