pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1496589.0661764706,1069520.837060703,1496589.0661764706,955757.1699029126,1088428.4117647058,0.0,1.0,0.0,1.0,0.0
5,1,1,361708.03686131386,356506.9455094072,299317.81294117647,318585.723570658,214773.9621156212,0.0,1.0,0.0,1.0,0.0
6,1,1,356506.9455094072,356506.9455094072,249431.5108251634,318585.723570658,212999.19831730772,0.0,0.0,0.0,0.0,0.0
10,1,1,213904.16728434505,213904.16728434505,149658.90654411764,191151.4340776699,101223.90220289856,0.0,0.0,0.0,0.0,0.0
14,1,1,152788.69091086916,152788.69091086916,106899.21893757502,136536.73865662774,77102.55585305466,0.0,0.0,0.0,0.0,0.0
15,1,1,133690.10455770764,133690.10455770764,99772.60434640525,119469.64631371359,92153.53136110028,1.0,1.0,0.0,1.0,0.0
17,1,1,118835.64850313572,118835.64850313572,88034.6509006717,106195.24119021934,53153.60313946839,1.0,1.0,0.0,1.0,0.0
20,1,1,106952.08364217253,106952.08364217253,74829.45325367646,95575.71706310679,40819.6930404869,0.0,0.0,0.0,0.0,0.0
25,1,1,82270.83357279241,82270.83357279241,59863.562600000005,73519.7823576722,50455.46309859155,1.0,1.0,0.0,1.0,0.0
30,1,1,71301.38910188145,71301.38910188145,49886.302173202625,63717.14470334412,26000.47049220723,0.0,0.0,0.0,0.0,0.0
35,1,1,59165.786816110915,56064.31448933001,42759.68757503001,53097.62058761836,30329.775137162305,1.0,3.0,0.0,1.0,0.0
40,1,1,53170.27030257306,50652.14431979479,37414.72662683823,47787.85853155339,19275.974726008153,0.0,2.0,0.0,0.0,0.0
45,1,1,46192.91042170374,46192.91042170374,33257.53478213507,41554.65959311396,16064.31545109442,1.0,1.0,0.0,1.0,0.0
50,1,1,42455.297630944835,42455.297630944835,29931.781302941177,38230.28682330097,13161.50587404875,0.0,0.0,0.0,0.0,0.0
