instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c6g.medium,ap-northeast-1c,10,35.0,10,1,2,10.0,0.0,0.145,196786.35,0.0145,10,135714.7241
m6g.medium,ap-northeast-1d,10,5.0,10,1,4,10.0,0.0,0.148,197708.9612,0.0148,10,133587.136
c6gd.large,ap-northeast-1d,10,1.0,10,2,2,10.0,0.0,0.313,196786.35,0.0313,10,62871.0383
m8a.2xlarge,ap-northeast-1a,17,1.0,17,7,7,17.0,0.0,1.2155,813674.7587,0.0715,17,39377.3929
c6g.medium,ap-northeast-1c,50,35.0,50,1,2,50.0,0.0,0.725,983931.75,0.0145,50,27142.9448
m6g.medium,ap-northeast-1d,50,5.0,50,1,4,50.0,0.0,0.74,988544.8062,0.0148,50,26717.4272
c6gd.large,ap-northeast-1d,50,1.0,50,2,2,50.0,0.0,1.565,983931.75,0.0313,50,12574.2077
m8a.xlarge,ap-northeast-1c,75,1.0,75,3,5,75.0,0.0,2.7525,3589741.5825,0.0367,75,17388.9995
c6g.medium,ap-northeast-1c,100,35.0,100,1,2,100.0,0.0,1.45,1967863.5,0.0145,100,13571.4724
m6g.medium,ap-northeast-1d,100,5.0,100,1,4,100.0,0.0,1.48,1977089.6125,0.0148,100,13358.7136
c6gd.large,ap-northeast-1d,100,1.0,100,2,2,100.0,0.0,3.13,1967863.5,0.0313,100,6287.1038
m8a.xlarge,ap-northeast-1c,115,1.0,115,4,2,115.0,0.0,4.2205,5504270.4265,0.0367,115,11340.6518
r7a.medium,ap-northeast-1c,287,50.0,287,1,6,287.0,0.0,7.9786,9625846.6233,0.0278,287,4203.6868
c6g.medium,ap-northeast-1c,400,35.0,400,1,2,400.0,0.0,5.8,7871454.0,0.0145,400,3392.8681
m6g.medium,ap-northeast-1d,400,5.0,400,1,4,400.0,0.0,5.92,7908358.45,0.0148,400,3339.6784
c6gd.large,ap-northeast-1d,400,1.0,400,2,2,400.0,0.0,12.52,7871454.0,0.0313,400,1571.776
m8a.xlarge,ap-northeast-1c,439,1.0,439,1,9,439.0,0.0,16.1113,21011954.0629,0.0367,439,2970.7858
c6g.medium,ap-northeast-1c,1000,35.0,1000,1,2,1000.0,0.0,14.5,19678635.0,0.0145,1000,1357.1472
m6g.medium,ap-northeast-1d,1000,5.0,1000,1,4,1000.0,0.0,14.8,19770896.125,0.0148,1000,1335.8714
c6gd.large,ap-northeast-1d,1000,1.0,1000,2,2,1000.0,0.0,31.3,19678635.0,0.0313,1000,628.7104
